Row ID,Month,Calendar Year,Fiscal Year,Month Date,Route,Riders
2593,Aug,2024,FY24-25,08/01/2024,40,"26,337"
2594,Aug,2024,FY24-25,08/01/2024,45,"18,314"
2595,Aug,2024,FY24-25,08/01/2024,48,"2,003"
2596,Aug,2024,FY24-25,08/01/2024,61,"18,189"
2597,Aug,2024,FY24-25,08/01/2024,77,"4,301"
2598,Aug,2024,FY24-25,08/01/2024,96,"9,079"
2599,Aug,2024,FY24-25,08/01/2024,104,"9,129"
2600,Aug,2024,FY24-25,08/01/2024,108,"2,703"
2601,Aug,2024,FY24-25,08/01/2024,112,"32,878"
2602,Aug,2024,FY24-25,08/01/2024,120,"8,447"
2603,Aug,2024,FY24-25,08/01/2024,128,"6,833"
2604,Aug,2024,FY24-25,08/01/2024,136,"8,730"
2605,Aug,2024,FY24-25,08/01/2024,156,"3,231"
2606,Aug,2024,FY24-25,08/01/2024,184,"6,663"
2607,Aug,2024,FY24-25,08/01/2024,531,16
2608,Aug,2024,FY24-25,08/01/2024,DBuzz,"12,197"
2609,Aug,2024,FY24-25,08/01/2024,533,6
2610,Aug,2024,FY24-25,08/01/2024,535,739
2611,Sep,2024,FY24-25,09/01/2024,30,"17,970"
2612,Sep,2024,FY24-25,09/01/2024,40,"27,296"
2613,Sep,2024,FY24-25,09/01/2024,45,"13,212"
2614,Sep,2024,FY24-25,09/01/2024,48,"2,918"
2615,Sep,2024,FY24-25,09/01/2024,61,"19,501"
2616,Sep,2024,FY24-25,09/01/2024,77,"2,900"
2617,Sep,2024,FY24-25,09/01/2024,DBuzz,"10,887"
2618,Sep,2024,FY24-25,09/01/2024,184,"7,043"
2619,Sep,2024,FY24-25,09/01/2024,531,180
2620,Sep,2024,FY24-25,09/01/2024,533,"1,180"
2621,Sep,2024,FY24-25,09/01/2024,535,986
2622,Sep,2024,FY24-25,09/01/2024,96,"6,209"
2623,Sep,2024,FY24-25,09/01/2024,104,"9,373"
2624,Sep,2024,FY24-25,09/01/2024,108,"3,682"
2625,Sep,2024,FY24-25,09/01/2024,112,"36,642"
2626,Sep,2024,FY24-25,09/01/2024,120,"8,991"
2627,Sep,2024,FY24-25,09/01/2024,128,"6,965"
2628,Sep,2024,FY24-25,09/01/2024,136,"8,159"
2629,Sep,2024,FY24-25,09/01/2024,156,"5,024"
2630,Nov,2024,FY24-25,11/01/2024,535,693
2631,Nov,2024,FY24-25,11/01/2024,533,747
2632,Nov,2024,FY24-25,11/01/2024,531,122
2633,Nov,2024,FY24-25,11/01/2024,184,"7,181"
2634,Nov,2024,FY24-25,11/01/2024,Fbuzz,"16,117"
2635,Nov,2024,FY24-25,11/01/2024,DBuzz,"11,549"
2636,Nov,2024,FY24-25,11/01/2024,156,"1,125"
2637,Nov,2024,FY24-25,11/01/2024,136,"11,361"
2638,Nov,2024,FY24-25,11/01/2024,128,"8,237"
2639,Nov,2024,FY24-25,11/01/2024,120,"7,811"
2640,Nov,2024,FY24-25,11/01/2024,112,"23,557"
2641,Nov,2024,FY24-25,11/01/2024,108,707
2642,Nov,2024,FY24-25,11/01/2024,104,"8,593"
2643,Nov,2024,FY24-25,11/01/2024,96,"13,545"
2644,Nov,2024,FY24-25,11/01/2024,77,"2,788"
2645,Nov,2024,FY24-25,11/01/2024,61,"33,575"
2646,Nov,2024,FY24-25,11/01/2024,48,956
2647,Nov,2024,FY24-25,11/01/2024,30,"18,048"
2648,Nov,2024,FY24-25,11/01/2024,40,"24,996"
2649,Nov,2024,FY24-25,11/01/2024,45,"15,032"
2650,Dec,2024,FY24-25,12/01/2024,30,"17,276"
2651,Dec,2024,FY24-25,12/01/2024,40,"23,584"
2652,Dec,2024,FY24-25,12/01/2024,45,"15,905"
2653,Dec,2024,FY24-25,12/01/2024,48,843
2654,Dec,2024,FY24-25,12/01/2024,61,"29,190"
2655,Dec,2024,FY24-25,12/01/2024,77,"3,341"
2656,Dec,2024,FY24-25,12/01/2024,96,"14,402"
2657,Dec,2024,FY24-25,12/01/2024,104,"8,208"
2658,Dec,2024,FY24-25,12/01/2024,108,616
2659,Dec,2024,FY24-25,12/01/2024,112,"24,177"
2660,Dec,2024,FY24-25,12/01/2024,120,"7,301"
2661,Dec,2024,FY24-25,12/01/2024,128,"8,212"
2662,Dec,2024,FY24-25,12/01/2024,184,"6,929"
2663,Dec,2024,FY24-25,12/01/2024,531,130
2664,Dec,2024,FY24-25,12/01/2024,533,769
2665,Dec,2024,FY24-25,12/01/2024,535,718
2666,Dec,2024,FY24-25,12/01/2024,DBuzz,"11,439"
2667,Dec,2024,FY24-25,12/01/2024,Fbuzz,"16,640"
2668,Dec,2024,FY24-25,12/01/2024,156,777
2669,Dec,2024,FY24-25,12/01/2024,136,"11,056"
