"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US04013110001","Census Tract 1100.01; Maricopa County; Arizona","4619","803",
"1400000US04013110002","Census Tract 1100.02; Maricopa County; Arizona","5037","696",
"1400000US04013110100","Census Tract 1101; Maricopa County; Arizona","6855","1324",
"1400000US04013110400","Census Tract 1104; Maricopa County; Arizona","5329","1105",
"1400000US04013110501","Census Tract 1105.01; Maricopa County; Arizona","3780","499",
"1400000US04013110502","Census Tract 1105.02; Maricopa County; Arizona","3911","521",
"1400000US04013110600","Census Tract 1106; Maricopa County; Arizona","4964","956",
"1400000US04013110701","Census Tract 1107.01; Maricopa County; Arizona","2311","256",
"1400000US04013110702","Census Tract 1107.02; Maricopa County; Arizona","4367","629",
"1400000US04013110801","Census Tract 1108.01; Maricopa County; Arizona","4942","933",
"1400000US04013110802","Census Tract 1108.02; Maricopa County; Arizona","2465","417",
"1400000US04013110901","Census Tract 1109.01; Maricopa County; Arizona","3743","826",
"1400000US04013110902","Census Tract 1109.02; Maricopa County; Arizona","4635","573",
"1400000US04013111000","Census Tract 1110; Maricopa County; Arizona","4593","862",
"1400000US04013111100","Census Tract 1111; Maricopa County; Arizona","4717","794",
"1400000US04013111201","Census Tract 1112.01; Maricopa County; Arizona","6379","961",
"1400000US04013111202","Census Tract 1112.02; Maricopa County; Arizona","1782","214",
"1400000US04013111203","Census Tract 1112.03; Maricopa County; Arizona","2180","572",
"1400000US04013111204","Census Tract 1112.04; Maricopa County; Arizona","3619","951",
"1400000US04013111300","Census Tract 1113; Maricopa County; Arizona","6026","845",
"1400000US04013111401","Census Tract 1114.01; Maricopa County; Arizona","4322","711",
"1400000US04013111402","Census Tract 1114.02; Maricopa County; Arizona","3545","559",
"1400000US04013111501","Census Tract 1115.01; Maricopa County; Arizona","2013","402",
"1400000US04013111502","Census Tract 1115.02; Maricopa County; Arizona","5797","729",
"1400000US04013111601","Census Tract 1116.01; Maricopa County; Arizona","3241","963",
"1400000US04013111602","Census Tract 1116.02; Maricopa County; Arizona","4305","563",
"1400000US04013111700","Census Tract 1117; Maricopa County; Arizona","4760","932",
"1400000US04013111800","Census Tract 1118; Maricopa County; Arizona","4478","682",
"1400000US04013111900","Census Tract 1119; Maricopa County; Arizona","2495","410",
"1400000US04013112100","Census Tract 1121; Maricopa County; Arizona","3920","688",
"1400000US04013112201","Census Tract 1122.01; Maricopa County; Arizona","4427","897",
"1400000US04013112202","Census Tract 1122.02; Maricopa County; Arizona","4405","825",
"1400000US04013112301","Census Tract 1123.01; Maricopa County; Arizona","5674","1199",
"1400000US04013112302","Census Tract 1123.02; Maricopa County; Arizona","6865","944",
"1400000US04013112401","Census Tract 1124.01; Maricopa County; Arizona","6162","1246",
"1400000US04013112402","Census Tract 1124.02; Maricopa County; Arizona","5801","1029",
"1400000US04013112502","Census Tract 1125.02; Maricopa County; Arizona","5499","779",
"1400000US04013112504","Census Tract 1125.04; Maricopa County; Arizona","3720","710",
"1400000US04013112507","Census Tract 1125.07; Maricopa County; Arizona","2954","870",
"1400000US04013112508","Census Tract 1125.08; Maricopa County; Arizona","2563","362",
"1400000US04013112510","Census Tract 1125.10; Maricopa County; Arizona","4600","584",
"1400000US04013112512","Census Tract 1125.12; Maricopa County; Arizona","807","200",
"1400000US04013112514","Census Tract 1125.14; Maricopa County; Arizona","4804","755",
"1400000US04013112515","Census Tract 1125.15; Maricopa County; Arizona","4765","602",
"1400000US04013112516","Census Tract 1125.16; Maricopa County; Arizona","4476","1229",
"1400000US04013112517","Census Tract 1125.17; Maricopa County; Arizona","5106","615",
"1400000US04013112518","Census Tract 1125.18; Maricopa County; Arizona","5416","1009",
"1400000US04013112519","Census Tract 1125.19; Maricopa County; Arizona","4611","1619",
"1400000US04013112520","Census Tract 1125.20; Maricopa County; Arizona","4415","588",
"1400000US04013112521","Census Tract 1125.21; Maricopa County; Arizona","3253","574",
"1400000US04013112522","Census Tract 1125.22; Maricopa County; Arizona","6576","1492",
"1400000US04013112523","Census Tract 1125.23; Maricopa County; Arizona","4192","993",
"1400000US04013112524","Census Tract 1125.24; Maricopa County; Arizona","5214","1303",
"1400000US04013112601","Census Tract 1126.01; Maricopa County; Arizona","3286","733",
"1400000US04013112602","Census Tract 1126.02; Maricopa County; Arizona","8475","1077",
"1400000US04013112700","Census Tract 1127; Maricopa County; Arizona","7563","744",
"1400000US04013112900","Census Tract 1129; Maricopa County; Arizona","4517","647",
"1400000US04013113000","Census Tract 1130; Maricopa County; Arizona","4262","837",
"1400000US04013113100","Census Tract 1131; Maricopa County; Arizona","6609","620",
"1400000US04013113201","Census Tract 1132.01; Maricopa County; Arizona","2106","384",
"1400000US04013113202","Census Tract 1132.02; Maricopa County; Arizona","2087","465",
"1400000US04013113204","Census Tract 1132.04; Maricopa County; Arizona","2383","367",
"1400000US04013113301","Census Tract 1133.01; Maricopa County; Arizona","3055","812",
"1400000US04013113502","Census Tract 1135.02; Maricopa County; Arizona","2775","424",
"1400000US04013113503","Census Tract 1135.03; Maricopa County; Arizona","4501","775",
"1400000US04013113601","Census Tract 1136.01; Maricopa County; Arizona","4299","962",
"1400000US04013113602","Census Tract 1136.02; Maricopa County; Arizona","4200","802",
"1400000US04013113701","Census Tract 1137.01; Maricopa County; Arizona","6136","1204",
"1400000US04013113702","Census Tract 1137.02; Maricopa County; Arizona","2389","672",
"1400000US04013113800","Census Tract 1138; Maricopa County; Arizona","2610","395",
"1400000US04013113900","Census Tract 1139; Maricopa County; Arizona","1330","382",
"1400000US04013114000","Census Tract 1140; Maricopa County; Arizona","1801","265",
"1400000US04013114100","Census Tract 1141; Maricopa County; Arizona","2605","256",
"1400000US04013114200","Census Tract 1142; Maricopa County; Arizona","938","169",
"1400000US04013114301","Census Tract 1143.01; Maricopa County; Arizona","911","471",
"1400000US04013114302","Census Tract 1143.02; Maricopa County; Arizona","2593","414",
"1400000US04013114401","Census Tract 1144.01; Maricopa County; Arizona","1640","338",
"1400000US04013114402","Census Tract 1144.02; Maricopa County; Arizona","1904","283",
"1400000US04013114500","Census Tract 1145; Maricopa County; Arizona","3840","543",
"1400000US04013114600","Census Tract 1146; Maricopa County; Arizona","1754","403",
"1400000US04013114704","Census Tract 1147.04; Maricopa County; Arizona","2019","303",
"1400000US04013114705","Census Tract 1147.05; Maricopa County; Arizona","3783","255",
"1400000US04013114800","Census Tract 1148; Maricopa County; Arizona","3031","549",
"1400000US04013114900","Census Tract 1149; Maricopa County; Arizona","3008","378",
"1400000US04013115200","Census Tract 1152; Maricopa County; Arizona","3545","604",
"1400000US04013115300","Census Tract 1153; Maricopa County; Arizona","2567","537",
"1400000US04013115400","Census Tract 1154; Maricopa County; Arizona","1706","360",
"1400000US04013115500","Census Tract 1155; Maricopa County; Arizona","3712","547",
"1400000US04013115600","Census Tract 1156; Maricopa County; Arizona","5137","812",
"1400000US04013115700","Census Tract 1157; Maricopa County; Arizona","7697","793",
"1400000US04013115801","Census Tract 1158.01; Maricopa County; Arizona","3754","410",
"1400000US04013115802","Census Tract 1158.02; Maricopa County; Arizona","3583","894",
"1400000US04013115900","Census Tract 1159; Maricopa County; Arizona","5849","952",
"1400000US04013116000","Census Tract 1160; Maricopa County; Arizona","6454","669",
"1400000US04013116100","Census Tract 1161; Maricopa County; Arizona","4721","668",
"1400000US04013116202","Census Tract 1162.02; Maricopa County; Arizona","4898","695",
"1400000US04013116203","Census Tract 1162.03; Maricopa County; Arizona","6851","1301",
"1400000US04013116204","Census Tract 1162.04; Maricopa County; Arizona","4239","1071",
"1400000US04013116205","Census Tract 1162.05; Maricopa County; Arizona","3765","562",
"1400000US04013116300","Census Tract 1163; Maricopa County; Arizona","6013","1172",
"1400000US04013116400","Census Tract 1164; Maricopa County; Arizona","5870","1246",
"1400000US04013116500","Census Tract 1165; Maricopa County; Arizona","4807","1180",
"1400000US04013116605","Census Tract 1166.05; Maricopa County; Arizona","7143","1155",
"1400000US04013116606","Census Tract 1166.06; Maricopa County; Arizona","6228","761",
"1400000US04013116607","Census Tract 1166.07; Maricopa County; Arizona","4119","458",
"1400000US04013116610","Census Tract 1166.10; Maricopa County; Arizona","7271","948",
"1400000US04013116611","Census Tract 1166.11; Maricopa County; Arizona","4338","711",
"1400000US04013116612","Census Tract 1166.12; Maricopa County; Arizona","7103","888",
"1400000US04013116614","Census Tract 1166.14; Maricopa County; Arizona","3619","689",
"1400000US04013116615","Census Tract 1166.15; Maricopa County; Arizona","4005","693",
"1400000US04013116616","Census Tract 1166.16; Maricopa County; Arizona","5103","871",
"1400000US04013116617","Census Tract 1166.17; Maricopa County; Arizona","3685","1069",
"1400000US04013116618","Census Tract 1166.18; Maricopa County; Arizona","5724","942",
"1400000US04013116619","Census Tract 1166.19; Maricopa County; Arizona","5575","564",
"1400000US04013116620","Census Tract 1166.20; Maricopa County; Arizona","8440","1084",
"1400000US04013116621","Census Tract 1166.21; Maricopa County; Arizona","6217","1316",
"1400000US04013116703","Census Tract 1167.03; Maricopa County; Arizona","5272","643",
"1400000US04013116707","Census Tract 1167.07; Maricopa County; Arizona","3157","471",
"1400000US04013116708","Census Tract 1167.08; Maricopa County; Arizona","5406","589",
"1400000US04013116709","Census Tract 1167.09; Maricopa County; Arizona","2987","516",
"1400000US04013116710","Census Tract 1167.10; Maricopa County; Arizona","5221","1186",
"1400000US04013116711","Census Tract 1167.11; Maricopa County; Arizona","2004","407",
"1400000US04013116712","Census Tract 1167.12; Maricopa County; Arizona","6922","796",
"1400000US04013116713","Census Tract 1167.13; Maricopa County; Arizona","5758","708",
"1400000US04013116714","Census Tract 1167.14; Maricopa County; Arizona","3580","507",
"1400000US04013116715","Census Tract 1167.15; Maricopa County; Arizona","1764","243",
"1400000US04013116717","Census Tract 1167.17; Maricopa County; Arizona","3438","395",
"1400000US04013116718","Census Tract 1167.18; Maricopa County; Arizona","2634","327",
"1400000US04013116719","Census Tract 1167.19; Maricopa County; Arizona","6749","1551",
"1400000US04013116720","Census Tract 1167.20; Maricopa County; Arizona","4122","651",
"1400000US04013116721","Census Tract 1167.21; Maricopa County; Arizona","3557","646",
"1400000US04013116725","Census Tract 1167.25; Maricopa County; Arizona","4999","939",
"1400000US04013116727","Census Tract 1167.27; Maricopa County; Arizona","3818","276",
"1400000US04013116728","Census Tract 1167.28; Maricopa County; Arizona","5392","1356",
"1400000US04013116729","Census Tract 1167.29; Maricopa County; Arizona","3793","308",
"1400000US04013116730","Census Tract 1167.30; Maricopa County; Arizona","1827","186",
"1400000US04013116731","Census Tract 1167.31; Maricopa County; Arizona","3497","491",
"1400000US04013116732","Census Tract 1167.32; Maricopa County; Arizona","4214","576",
"1400000US04013116733","Census Tract 1167.33; Maricopa County; Arizona","8","11",
"1400000US04013116734","Census Tract 1167.34; Maricopa County; Arizona","1488","203",
"1400000US04013116735","Census Tract 1167.35; Maricopa County; Arizona","2988","498",
"1400000US04013116736","Census Tract 1167.36; Maricopa County; Arizona","3387","1023",
"1400000US04013116737","Census Tract 1167.37; Maricopa County; Arizona","3540","486",
"1400000US04013116738","Census Tract 1167.38; Maricopa County; Arizona","6603","1039",
"1400000US04013116800","Census Tract 1168; Maricopa County; Arizona","2447","676",
"1400000US04013116900","Census Tract 1169; Maricopa County; Arizona","2763","414",
"1400000US04013117000","Census Tract 1170; Maricopa County; Arizona","6417","1143",
"1400000US04013117100","Census Tract 1171; Maricopa County; Arizona","3029","470",
"1400000US04013117200","Census Tract 1172; Maricopa County; Arizona","1125","303",
"1400000US04013117300","Census Tract 1173; Maricopa County; Arizona","2283","487",
"1400000US04013216806","Census Tract 2168.06; Maricopa County; Arizona","3104","325",
"1400000US04013216807","Census Tract 2168.07; Maricopa County; Arizona","5085","659",
"1400000US04013216809","Census Tract 2168.09; Maricopa County; Arizona","4601","507",
"1400000US04013216810","Census Tract 2168.10; Maricopa County; Arizona","1679","221",
"1400000US04013216813","Census Tract 2168.13; Maricopa County; Arizona","4442","537",
"1400000US04013216816","Census Tract 2168.16; Maricopa County; Arizona","6505","712",
"1400000US04013216819","Census Tract 2168.19; Maricopa County; Arizona","6546","1086",
"1400000US04013216820","Census Tract 2168.20; Maricopa County; Arizona","4284","608",
"1400000US04013216821","Census Tract 2168.21; Maricopa County; Arizona","5673","566",
"1400000US04013216822","Census Tract 2168.22; Maricopa County; Arizona","4835","1038",
"1400000US04013216826","Census Tract 2168.26; Maricopa County; Arizona","4999","624",
"1400000US04013216829","Census Tract 2168.29; Maricopa County; Arizona","5565","694",
"1400000US04013216830","Census Tract 2168.30; Maricopa County; Arizona","3036","555",
"1400000US04013216831","Census Tract 2168.31; Maricopa County; Arizona","2505","402",
"1400000US04013216832","Census Tract 2168.32; Maricopa County; Arizona","2551","366",
"1400000US04013216833","Census Tract 2168.33; Maricopa County; Arizona","3869","493",
"1400000US04013216834","Census Tract 2168.34; Maricopa County; Arizona","3320","1110",
"1400000US04013216835","Census Tract 2168.35; Maricopa County; Arizona","2422","339",
"1400000US04013216836","Census Tract 2168.36; Maricopa County; Arizona","3763","591",
"1400000US04013216837","Census Tract 2168.37; Maricopa County; Arizona","4786","771",
"1400000US04013216838","Census Tract 2168.38; Maricopa County; Arizona","5639","862",
"1400000US04013216839","Census Tract 2168.39; Maricopa County; Arizona","3852","423",
"1400000US04013216840","Census Tract 2168.40; Maricopa County; Arizona","5598","921",
"1400000US04013216841","Census Tract 2168.41; Maricopa County; Arizona","4335","360",
"1400000US04013216842","Census Tract 2168.42; Maricopa County; Arizona","3698","449",
"1400000US04013216843","Census Tract 2168.43; Maricopa County; Arizona","3716","412",
"1400000US04013216844","Census Tract 2168.44; Maricopa County; Arizona","4030","649",
"1400000US04013216845","Census Tract 2168.45; Maricopa County; Arizona","3040","357",
"1400000US04013216849","Census Tract 2168.49; Maricopa County; Arizona","6298","822",
"1400000US04013216850","Census Tract 2168.50; Maricopa County; Arizona","5160","983",
"1400000US04013216851","Census Tract 2168.51; Maricopa County; Arizona","4261","663",
"1400000US04013216852","Census Tract 2168.52; Maricopa County; Arizona","3189","397",
"1400000US04013216853","Census Tract 2168.53; Maricopa County; Arizona","5389","973",
"1400000US04013216854","Census Tract 2168.54; Maricopa County; Arizona","4344","412",
"1400000US04013216855","Census Tract 2168.55; Maricopa County; Arizona","3903","480",
"1400000US04013216856","Census Tract 2168.56; Maricopa County; Arizona","2621","435",
"1400000US04013216857","Census Tract 2168.57; Maricopa County; Arizona","4644","686",
"1400000US04013216858","Census Tract 2168.58; Maricopa County; Arizona","0","14",
"1400000US04013216859","Census Tract 2168.59; Maricopa County; Arizona","7179","1050",
"1400000US04013216860","Census Tract 2168.60; Maricopa County; Arizona","2549","429",
"1400000US04013216861","Census Tract 2168.61; Maricopa County; Arizona","4307","609",
"1400000US04013216901","Census Tract 2169.01; Maricopa County; Arizona","3449","609",
"1400000US04013216902","Census Tract 2169.02; Maricopa County; Arizona","3387","515",
"1400000US04013217001","Census Tract 2170.01; Maricopa County; Arizona","4411","835",
"1400000US04013217002","Census Tract 2170.02; Maricopa County; Arizona","4409","635",
"1400000US04013217101","Census Tract 2171.01; Maricopa County; Arizona","2434","288",
"1400000US04013217102","Census Tract 2171.02; Maricopa County; Arizona","2917","482",
"1400000US04013217201","Census Tract 2172.01; Maricopa County; Arizona","2179","332",
"1400000US04013217203","Census Tract 2172.03; Maricopa County; Arizona","3927","739",
"1400000US04013217204","Census Tract 2172.04; Maricopa County; Arizona","2922","415",
"1400000US04013217300","Census Tract 2173; Maricopa County; Arizona","4669","695",
"1400000US04013217400","Census Tract 2174; Maricopa County; Arizona","3461","416",
"1400000US04013217501","Census Tract 2175.01; Maricopa County; Arizona","3273","765",
"1400000US04013217502","Census Tract 2175.02; Maricopa County; Arizona","3894","503",
"1400000US04013217600","Census Tract 2176; Maricopa County; Arizona","4553","582",
"1400000US04013217700","Census Tract 2177; Maricopa County; Arizona","4495","711",
"1400000US04013217800","Census Tract 2178; Maricopa County; Arizona","5861","1017",
"1400000US04013217900","Census Tract 2179; Maricopa County; Arizona","3846","516",
"1400000US04013218000","Census Tract 2180; Maricopa County; Arizona","5134","769",
"1400000US04013218100","Census Tract 2181; Maricopa County; Arizona","2206","321",
"1400000US04013218200","Census Tract 2182; Maricopa County; Arizona","6914","1160",
"1400000US04013218300","Census Tract 2183; Maricopa County; Arizona","4329","505",
"1400000US04013318400","Census Tract 3184; Maricopa County; Arizona","5608","1023",
"1400000US04013318501","Census Tract 3185.01; Maricopa County; Arizona","3707","505",
"1400000US04013318700","Census Tract 3187; Maricopa County; Arizona","5644","666",
"1400000US04013318800","Census Tract 3188; Maricopa County; Arizona","7898","1387",
"1400000US04013318900","Census Tract 3189; Maricopa County; Arizona","6428","980",
"1400000US04013319001","Census Tract 3190.01; Maricopa County; Arizona","3727","64",
"1400000US04013319002","Census Tract 3190.02; Maricopa County; Arizona","5217","432",
"1400000US04013319101","Census Tract 3191.01; Maricopa County; Arizona","3644","449",
"1400000US04013319103","Census Tract 3191.03; Maricopa County; Arizona","5031","794",
"1400000US04013319104","Census Tract 3191.04; Maricopa County; Arizona","7229","1170",
"1400000US04013319201","Census Tract 3192.01; Maricopa County; Arizona","7571","874",
"1400000US04013319202","Census Tract 3192.02; Maricopa County; Arizona","3773","538",
"1400000US04013319300","Census Tract 3193; Maricopa County; Arizona","2322","433",
"1400000US04013319401","Census Tract 3194.01; Maricopa County; Arizona","6767","1043",
"1400000US04013319402","Census Tract 3194.02; Maricopa County; Arizona","4096","603",
"1400000US04013319403","Census Tract 3194.03; Maricopa County; Arizona","4713","731",
"1400000US04013319404","Census Tract 3194.04; Maricopa County; Arizona","3469","323",
"1400000US04013319500","Census Tract 3195; Maricopa County; Arizona","6553","869",
"1400000US04013319600","Census Tract 3196; Maricopa County; Arizona","5865","990",
"1400000US04013319705","Census Tract 3197.05; Maricopa County; Arizona","3988","1036",
"1400000US04013319706","Census Tract 3197.06; Maricopa County; Arizona","5634","763",
"1400000US04013319707","Census Tract 3197.07; Maricopa County; Arizona","0","14",
"1400000US04013319708","Census Tract 3197.08; Maricopa County; Arizona","4243","535",
"1400000US04013319709","Census Tract 3197.09; Maricopa County; Arizona","0","14",
"1400000US04013319710","Census Tract 3197.10; Maricopa County; Arizona","2430","397",
"1400000US04013319801","Census Tract 3198.01; Maricopa County; Arizona","3023","356",
"1400000US04013319802","Census Tract 3198.02; Maricopa County; Arizona","3662","762",
"1400000US04013319902","Census Tract 3199.02; Maricopa County; Arizona","2770","598",
"1400000US04013319903","Census Tract 3199.03; Maricopa County; Arizona","5367","604",
"1400000US04013319904","Census Tract 3199.04; Maricopa County; Arizona","5060","803",
"1400000US04013319905","Census Tract 3199.05; Maricopa County; Arizona","4729","449",
"1400000US04013319906","Census Tract 3199.06; Maricopa County; Arizona","3232","419",
"1400000US04013319907","Census Tract 3199.07; Maricopa County; Arizona","2485","347",
"1400000US04013319908","Census Tract 3199.08; Maricopa County; Arizona","2243","353",
"1400000US04013319909","Census Tract 3199.09; Maricopa County; Arizona","2539","380",
"1400000US04013319910","Census Tract 3199.10; Maricopa County; Arizona","4764","574",
"1400000US04013320001","Census Tract 3200.01; Maricopa County; Arizona","8742","1117",
"1400000US04013320002","Census Tract 3200.02; Maricopa County; Arizona","5293","22",
"1400000US04013320007","Census Tract 3200.07; Maricopa County; Arizona","7026","858",
"1400000US04013320100","Census Tract 3201; Maricopa County; Arizona","3977","524",
"1400000US04013420104","Census Tract 4201.04; Maricopa County; Arizona","5495","484",
"1400000US04013420105","Census Tract 4201.05; Maricopa County; Arizona","6203","698",
"1400000US04013420107","Census Tract 4201.07; Maricopa County; Arizona","6893","1772",
"1400000US04013420108","Census Tract 4201.08; Maricopa County; Arizona","1701","470",
"1400000US04013420109","Census Tract 4201.09; Maricopa County; Arizona","5925","693",
"1400000US04013420110","Census Tract 4201.10; Maricopa County; Arizona","5937","806",
"1400000US04013420111","Census Tract 4201.11; Maricopa County; Arizona","4379","717",
"1400000US04013420112","Census Tract 4201.12; Maricopa County; Arizona","3205","538",
"1400000US04013420113","Census Tract 4201.13; Maricopa County; Arizona","3338","333",
"1400000US04013420114","Census Tract 4201.14; Maricopa County; Arizona","3742","504",
"1400000US04013420115","Census Tract 4201.15; Maricopa County; Arizona","2932","358",
"1400000US04013420116","Census Tract 4201.16; Maricopa County; Arizona","3313","553",
"1400000US04013420202","Census Tract 4202.02; Maricopa County; Arizona","5527","737",
"1400000US04013420206","Census Tract 4202.06; Maricopa County; Arizona","3754","476",
"1400000US04013420207","Census Tract 4202.07; Maricopa County; Arizona","2708","663",
"1400000US04013420208","Census Tract 4202.08; Maricopa County; Arizona","5855","664",
"1400000US04013420209","Census Tract 4202.09; Maricopa County; Arizona","4137","422",
"1400000US04013420210","Census Tract 4202.10; Maricopa County; Arizona","5324","605",
"1400000US04013420211","Census Tract 4202.11; Maricopa County; Arizona","4484","525",
"1400000US04013420212","Census Tract 4202.12; Maricopa County; Arizona","2791","359",
"1400000US04013420213","Census Tract 4202.13; Maricopa County; Arizona","1997","243",
"1400000US04013420214","Census Tract 4202.14; Maricopa County; Arizona","4667","655",
"1400000US04013420215","Census Tract 4202.15; Maricopa County; Arizona","3558","693",
"1400000US04013420216","Census Tract 4202.16; Maricopa County; Arizona","3773","401",
"1400000US04013420301","Census Tract 4203.01; Maricopa County; Arizona","1844","161",
"1400000US04013420302","Census Tract 4203.02; Maricopa County; Arizona","4873","972",
"1400000US04013420303","Census Tract 4203.03; Maricopa County; Arizona","4631","730",
"1400000US04013420304","Census Tract 4203.04; Maricopa County; Arizona","838","182",
"1400000US04013420401","Census Tract 4204.01; Maricopa County; Arizona","3982","689",
"1400000US04013420402","Census Tract 4204.02; Maricopa County; Arizona","4891","457",
"1400000US04013420503","Census Tract 4205.03; Maricopa County; Arizona","3464","973",
"1400000US04013420504","Census Tract 4205.04; Maricopa County; Arizona","3653","473",
"1400000US04013420505","Census Tract 4205.05; Maricopa County; Arizona","2962","625",
"1400000US04013420506","Census Tract 4205.06; Maricopa County; Arizona","3325","642",
"1400000US04013420602","Census Tract 4206.02; Maricopa County; Arizona","4763","576",
"1400000US04013420603","Census Tract 4206.03; Maricopa County; Arizona","4090","769",
"1400000US04013420604","Census Tract 4206.04; Maricopa County; Arizona","5175","604",
"1400000US04013420704","Census Tract 4207.04; Maricopa County; Arizona","5594","1415",
"1400000US04013420705","Census Tract 4207.05; Maricopa County; Arizona","3470","702",
"1400000US04013420706","Census Tract 4207.06; Maricopa County; Arizona","5167","645",
"1400000US04013420707","Census Tract 4207.07; Maricopa County; Arizona","2078","376",
"1400000US04013420708","Census Tract 4207.08; Maricopa County; Arizona","3612","522",
"1400000US04013420709","Census Tract 4207.09; Maricopa County; Arizona","3203","452",
"1400000US04013420710","Census Tract 4207.10; Maricopa County; Arizona","3296","392",
"1400000US04013420800","Census Tract 4208; Maricopa County; Arizona","5244","740",
"1400000US04013420901","Census Tract 4209.01; Maricopa County; Arizona","3062","486",
"1400000US04013420902","Census Tract 4209.02; Maricopa County; Arizona","4042","787",
"1400000US04013421001","Census Tract 4210.01; Maricopa County; Arizona","4004","509",
"1400000US04013421002","Census Tract 4210.02; Maricopa County; Arizona","3227","529",
"1400000US04013421101","Census Tract 4211.01; Maricopa County; Arizona","5101","750",
"1400000US04013421102","Census Tract 4211.02; Maricopa County; Arizona","6568","943",
"1400000US04013421201","Census Tract 4212.01; Maricopa County; Arizona","5678","893",
"1400000US04013421202","Census Tract 4212.02; Maricopa County; Arizona","3589","414",
"1400000US04013421302","Census Tract 4213.02; Maricopa County; Arizona","6002","1099",
"1400000US04013421303","Census Tract 4213.03; Maricopa County; Arizona","5341","564",
"1400000US04013421304","Census Tract 4213.04; Maricopa County; Arizona","3805","706",
"1400000US04013421400","Census Tract 4214; Maricopa County; Arizona","2750","402",
"1400000US04013421501","Census Tract 4215.01; Maricopa County; Arizona","4494","869",
"1400000US04013421502","Census Tract 4215.02; Maricopa County; Arizona","3570","483",
"1400000US04013421601","Census Tract 4216.01; Maricopa County; Arizona","2793","437",
"1400000US04013421602","Census Tract 4216.02; Maricopa County; Arizona","4528","663",
"1400000US04013421701","Census Tract 4217.01; Maricopa County; Arizona","5553","842",
"1400000US04013421702","Census Tract 4217.02; Maricopa County; Arizona","3633","408",
"1400000US04013421801","Census Tract 4218.01; Maricopa County; Arizona","2854","501",
"1400000US04013421802","Census Tract 4218.02; Maricopa County; Arizona","4484","729",
"1400000US04013421901","Census Tract 4219.01; Maricopa County; Arizona","4430","1009",
"1400000US04013421902","Census Tract 4219.02; Maricopa County; Arizona","6427","999",
"1400000US04013422001","Census Tract 4220.01; Maricopa County; Arizona","4392","912",
"1400000US04013422002","Census Tract 4220.02; Maricopa County; Arizona","3821","459",
"1400000US04013422102","Census Tract 4221.02; Maricopa County; Arizona","4349","715",
"1400000US04013422103","Census Tract 4221.03; Maricopa County; Arizona","4973","624",
"1400000US04013422104","Census Tract 4221.04; Maricopa County; Arizona","5825","905",
"1400000US04013422105","Census Tract 4221.05; Maricopa County; Arizona","3150","632",
"1400000US04013422106","Census Tract 4221.06; Maricopa County; Arizona","6690","1300",
"1400000US04013422107","Census Tract 4221.07; Maricopa County; Arizona","4247","1084",
"1400000US04013422203","Census Tract 4222.03; Maricopa County; Arizona","5527","650",
"1400000US04013422209","Census Tract 4222.09; Maricopa County; Arizona","7665","961",
"1400000US04013422210","Census Tract 4222.10; Maricopa County; Arizona","5813","1065",
"1400000US04013422211","Census Tract 4222.11; Maricopa County; Arizona","2776","463",
"1400000US04013422212","Census Tract 4222.12; Maricopa County; Arizona","4023","378",
"1400000US04013422213","Census Tract 4222.13; Maricopa County; Arizona","2482","201",
"1400000US04013422215","Census Tract 4222.15; Maricopa County; Arizona","2281","403",
"1400000US04013422216","Census Tract 4222.16; Maricopa County; Arizona","5532","541",
"1400000US04013422217","Census Tract 4222.17; Maricopa County; Arizona","3552","488",
"1400000US04013422218","Census Tract 4222.18; Maricopa County; Arizona","2904","478",
"1400000US04013422219","Census Tract 4222.19; Maricopa County; Arizona","3703","576",
"1400000US04013422220","Census Tract 4222.20; Maricopa County; Arizona","1967","208",
"1400000US04013422221","Census Tract 4222.21; Maricopa County; Arizona","4061","642",
"1400000US04013422222","Census Tract 4222.22; Maricopa County; Arizona","2201","375",
"1400000US04013422223","Census Tract 4222.23; Maricopa County; Arizona","3051","388",
"1400000US04013422224","Census Tract 4222.24; Maricopa County; Arizona","0","14",
"1400000US04013422225","Census Tract 4222.25; Maricopa County; Arizona","0","14",
"1400000US04013422226","Census Tract 4222.26; Maricopa County; Arizona","0","14",
"1400000US04013422227","Census Tract 4222.27; Maricopa County; Arizona","1765","327",
"1400000US04013422301","Census Tract 4223.01; Maricopa County; Arizona","5925","694",
"1400000US04013422302","Census Tract 4223.02; Maricopa County; Arizona","5332","789",
"1400000US04013422304","Census Tract 4223.04; Maricopa County; Arizona","2688","466",
"1400000US04013422305","Census Tract 4223.05; Maricopa County; Arizona","6471","792",
"1400000US04013422307","Census Tract 4223.07; Maricopa County; Arizona","4233","447",
"1400000US04013422308","Census Tract 4223.08; Maricopa County; Arizona","5164","633",
"1400000US04013422309","Census Tract 4223.09; Maricopa County; Arizona","5223","728",
"1400000US04013422401","Census Tract 4224.01; Maricopa County; Arizona","4026","484",
"1400000US04013422402","Census Tract 4224.02; Maricopa County; Arizona","5182","658",
"1400000US04013422403","Census Tract 4224.03; Maricopa County; Arizona","4536","554",
"1400000US04013422404","Census Tract 4224.04; Maricopa County; Arizona","4410","550",
"1400000US04013422501","Census Tract 4225.01; Maricopa County; Arizona","6086","844",
"1400000US04013422502","Census Tract 4225.02; Maricopa County; Arizona","6292","772",
