stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code,jurisdiction,equipment
5061,15971,Country Club Dr & Hampton Av,SB Country Club Dr & FS Hampton Av,33.388665,-111.840265,,,0,,,Mesa,
5063,15968,Country Club Dr & 8th Av,SB Country Club Dr & FS 8th Av,33.400139,-111.840237,,,0,,,Mesa,
5064,15967,Country Club Dr & Broadway Rd,SB Country Club Dr & FS Broadway Rd,33.406028,-111.840226,,,0,,,Mesa,
5065,15969,Country Club Dr & Emerald Av,SB Country Club Dr & FS Emerald Av,33.396601,-111.840241,,,0,,,Mesa,
5067,15964,Country Club Dr & Main St,SB Country Club Dr & FS Main St,33.414517,-111.840107,,,0,,,Mesa,
5068,15970,Country Club Dr & Southern Av,SB Country Club Dr & FS Southern Av,33.392631,-111.840291,,,0,,,Mesa,
5069,15965,Country Club Dr & Dana Av,SB Country Club Dr & NS Dana Av,33.412555,-111.840095,,,0,,,Mesa,
5070,13117,Dobson Rd & 1st Av,SB Dobson Rd & FS 1st Av,33.412669,-111.874662,,,0,,,Mesa,
5071,15406,Dobson Rd & 8th Av,SB Dobson Rd & FS 8th Av,33.399969,-111.874756,,,0,,,Mesa,
5073,15404,Dobson Rd & Broadway Rd,SB Dobson Rd & FS Broadway Rd,33.40696,-111.874752,,,0,,,Mesa,
5074,15407,Dobson Rd & Emerald Av,SB Dobson Rd & FS Emerald Av,33.396497,-111.874769,,,0,,,Mesa,
5075,15410,Dobson Rd & Isabella Av,SB Dobson Rd & FS Isabella Av,33.382566,-111.875659,,,0,,,Mesa,
5077,15383,Dobson Rd & Keating Av,NB Dobson Rd & FS Keating Av,33.367782,-111.877675,,,0,,,Mesa,
5080,15408,Dobson Rd & Southern Av,SB Dobson Rd & FS Southern Av,33.392564,-111.874823,,,0,,,Mesa,
5081,15405,Dobson Rd & 600 South,SB Dobson Rd & AT 600 South,33.40316,-111.874743,,,0,,,Mesa,
5083,15409,Dobson Rd & 1400 South,SB Dobson Rd & AT 1400 South,33.388713,-111.874855,,,0,,,Mesa,
5086,15852,Farnsworth Dr & Baseline Rd,SB Farnsworth Dr & FS Baseline Rd,33.37884,-111.660913,,,0,,,Mesa,
5088,16890,Gilbert Rd & 2nd Av,SB Gilbert Rd & FS 2nd Av,33.411448,-111.788463,,,0,,,Mesa,
5089,16269,Gilbert Rd & 6th Av,SB Gilbert Rd & FS 6th Av,33.404204,-111.788499,,,0,,,Mesa,
5090,16270,Gilbert Rd & 8th Av,SB Gilbert Rd & FS 8th Av,33.400484,-111.788498,,,0,,,Mesa,
5091,16268,Gilbert Rd & Broadway Rd,SB Gilbert Rd & FS Broadway Rd,33.407449,-111.788539,,,0,,,Mesa,
5093,16271,Gilbert Rd & Emerald Av,SB Gilbert Rd & FS Emerald Av,33.396985,-111.788477,,,0,,,Mesa,
5094,16273,Gilbert Rd & Hampton Av,SB Gilbert Rd & FS Hampton Av,33.389595,-111.788509,,,0,,,Mesa,
5095,16266,Gilbert Rd & Main St,SB Gilbert Rd & FS Main St,33.414839,-111.788502,,,0,,,Mesa,
5097,16272,Gilbert Rd & Southern Av,SB Gilbert Rd & FS Southern Av,33.392863,-111.788533,,,0,,,Mesa,
5106,16274,Gilbert Rd & Intrepid Av,SB Gilbert Rd & NS Intrepid Av,33.383616,-111.788515,,,0,,,Mesa,
5152,15991,Lewis & Coury Av,SB Lewis & FS Coury Av,33.382225,-111.828464,,,0,,,Mesa,
5179,16021,Mesa Dr & 2nd Av,SB Mesa Dr & FS 2nd Av,33.410421,-111.823097,,,0,,,Mesa,
5180,16022,Mesa Dr & Broadway Rd,SB Mesa Dr & FS Broadway Rd,33.407427,-111.823089,,,0,,,Mesa,
5182,16020,Mesa Dr & Main St,SB Mesa Dr & FS Main St,33.414719,-111.823076,,,0,,,Mesa,
5183,16023,Mesa Dr & Marilyn Av,SB Mesa Dr & FS Marilyn Av,33.403746,-111.82303,,,0,,,Mesa,
5184,16024,Mesa Dr & Millett Av,SB Mesa Dr & FS Millett Av,33.399261,-111.823076,,,0,,,Mesa,
5185,16026,Mesa Dr & Southern Av,SB Mesa Dr & FS Southern Av,33.392549,-111.823093,,,0,,,Mesa,
5215,12576,Power Rd & Baywood Av,SB Power Rd & FS Baywood Av,33.409859,-111.684782,,,0,,,Mesa,
5216,12577,Power Rd & Broadway Rd,SB Power Rd & FS Broadway Rd,33.408116,-111.684761,,,0,,,Mesa,
5217,12575,Power Rd & Main St,SB Power Rd & FS Main St,33.415196,-111.684707,,,0,,,Mesa,
5218,12578,Power Rd & Via Rossmoor,SB Power Rd & FS Via Rossmoor,33.398627,-111.684834,,,0,,,Mesa,
5220,12579,Power Rd & Southern Av,SB Power Rd & FS Southern Av,33.393551,-111.684944,,,0,,,Mesa,
5221,15858,Power Rd & Superstition Springs Bl,SB Power Rd & FS Superstition Springs Bl,33.383487,-111.68556,,,0,,,Mesa,
5253,16163,Recker Rd & 306 South,SB Recker Rd & AT 306 South,33.410194,-111.70204,,,0,,,Mesa,
5296,16117,Stapley Dr & Jarvis Av,SB Stapley Dr & NS Jarvis Av,33.410865,-111.805412,,,0,,,Mesa,
5297,16119,Stapley Dr & 6th Av,SB Stapley Dr & FS 6th Av,33.40389,-111.805485,,,0,,,Mesa,
5298,16120,Stapley Dr & 8th Av,SB Stapley Dr & FS 8th Av,33.400305,-111.805498,,,0,,,Mesa,
5299,16118,Stapley Dr & Broadway Rd,SB Stapley Dr & FS Broadway Rd,33.407518,-111.805462,,,0,,,Mesa,
5300,16121,Stapley Dr & Emerald Av,SB Stapley Dr & FS Emerald Av,33.396044,-111.805583,,,0,,,Mesa,
5301,16123,Stapley Dr & Harmony Av,SB Stapley Dr & FS Harmony Av,33.388778,-111.805707,,,0,,,Mesa,
5303,16116,Stapley Dr & Main St,SB Stapley Dr & FS Main St,33.414757,-111.805436,,,0,,,Mesa,
5304,16122,Stapley Dr & Southern Av,SB Stapley Dr & FS Southern Av,33.393014,-111.805594,,,0,,,Mesa,
533,16104,McKellips Rd & Stapley Dr,EB McKellips Rd & FS Stapley Dr,33.451337,-111.803846,,,0,,,Mesa,
5349,13167,Arbor Av & 6210 East,WB Arbor Av & AT 6210 East,33.412841,-111.697075,,,0,,,Mesa,
5350,13168,Arbor Av & Recker Rd,WB Arbor Av & NS Recker Rd,33.413813,-111.701232,,,0,,,Mesa,
5370,15854,Baseline Rd & 78th St,WB Baseline Rd & FS 78th St,33.379357,-111.663091,,,0,,,Mesa,
5376,15855,Baseline Rd & Sossaman Rd,WB Baseline Rd & FS Sossaman Rd,33.379362,-111.667691,,,0,,,Mesa,
5382,13165,Baywood Av & Diego Cir,WB Baywood Av & FS Diego Cir,33.410505,-111.692036,,,0,,,Mesa,
5421,15557,Broadway Rd & 34th St,WB Broadway Rd & FS 34th St,33.408334,-111.758343,,,0,,,Mesa,
5430,15621,Broadway Rd & 24th St,WB Broadway Rd & FS 24th St,33.408246,-111.780127,,,0,,,Mesa,
5435,13182,Broadway Rd & 31st St,WB Broadway Rd & FS 31st St,33.408307,-111.764937,,,0,,,Mesa,
5445,15547,Broadway Rd & 48th St,WB Broadway Rd & FS 48th St,33.408451,-111.72797,,,0,,,Mesa,
5447,13170,Broadway Rd & 56th St,WB Broadway Rd & FS 56th St,33.408601,-111.710738,,,0,,,Mesa,
5451,13189,Broadway Rd & Barkley,WB Broadway Rd & FS Barkley,33.408084,-111.800076,,,0,,,Mesa,
5452,13186,Broadway Rd & Chestnut,WB Broadway Rd & FS Chestnut,33.408232,-111.784384,,,0,,,Mesa,
5456,13187,Broadway Rd & Gilbert Rd,WB Broadway Rd & FS Gilbert Rd,33.408294,-111.78892,,,0,,,Mesa,
5457,13176,Broadway Rd & Greenfield Rd,WB Broadway Rd & FS Greenfield Rd,33.408476,-111.737445,,,0,,,Mesa,
5458,13172,Broadway Rd & Higley Rd,WB Broadway Rd & FS Higley Rd,33.408504,-111.719603,,,0,,,Mesa,
5459,13193,Broadway Rd & Hobson,WB Broadway Rd & FS Hobson,33.407895,-111.819018,,,0,,,Mesa,
5460,13192,Broadway Rd & Horne,WB Broadway Rd & FS Horne,33.40793,-111.814467,,,0,,,Mesa,
5462,13194,Broadway Rd & Lesueur,WB Broadway Rd & FS Lesueur,33.407881,-111.820915,,,0,,,Mesa,
5463,15889,Broadway Rd & Lindsay Rd,WB Broadway Rd & FS Lindsay Rd,33.408267,-111.771371,,,0,,,Mesa,
5465,16132,Broadway Rd & Maple,WB Broadway Rd & FS Maple,33.408369,-111.748556,,,0,,,Mesa,
5467,13197,Broadway Rd & MacDonald,WB Broadway Rd & FS MacDonald,33.407967,-111.8345,,,0,,,Mesa,
5468,13178,Broadway Rd & Norwalk,WB Broadway Rd & FS Norwalk,33.408382,-111.743188,,,0,,,Mesa,
5469,13195,Broadway Rd & Pomeroy,WB Broadway Rd & FS Pomeroy,33.407909,-111.824094,,,0,,,Mesa,
5472,13175,Broadway Rd & Quinn,WB Broadway Rd & FS Quinn,33.408424,-111.73221,,,0,,,Mesa,
5473,13173,Broadway Rd & Racine,WB Broadway Rd & FS Racine,33.408465,-111.724916,,,0,,,Mesa,
5475,13196,Broadway Rd & Sirrine,WB Broadway Rd & FS Sirrine,33.407954,-111.829285,,,0,,,Mesa,
5476,13191,Broadway Rd & Solomon,WB Broadway Rd & FS Solomon,33.40797,-111.810411,,,0,,,Mesa,
5478,13190,Broadway Rd & Stapley Dr,WB Broadway Rd & FS Stapley Dr,33.408013,-111.805691,,,0,,,Mesa,
5479,13171,Broadway Rd & Sunnyvale,WB Broadway Rd & FS Sunnyvale,33.408523,-111.715167,,,0,,,Mesa,
5480,16165,Broadway Rd & Val Vista Dr,WB Broadway Rd & FS Val Vista Dr,33.408353,-111.754383,,,0,,,Mesa,
5482,13188,Broadway Rd & Williams,WB Broadway Rd & FS Williams,33.408137,-111.795318,,,0,,,Mesa,
5483,13184,Broadway Rd & Windsor,WB Broadway Rd & FS Windsor,33.408256,-111.774498,,,0,,,Mesa,
5500,16009,Brown Rd & Mesa Dr,WB Brown Rd & FS Mesa Dr,33.43569,-111.823043,,,0,,,Mesa,
5505,16012,Brown Rd & 132 East,WB Brown Rd & AT 132 East,33.435053,-111.828616,,,0,,,Mesa,
5710,16106,June St & 1392 East,WB June St & AT 1392 East,33.44917,-111.802802,,,0,,,Mesa,
5721,12610,Main St & Hunt Dr,WB Main St & FS Hunt Dr,33.415374,-111.798537,,,0,,,Mesa,
5722,12618,Main St & Hibbert,WB Main St & FS Hibbert,33.415226,-111.826844,,,0,,,Mesa,
5724,12615,Main St & Horne,WB Main St & NS Horne,33.415262,-111.813258,,,0,,,Mesa,
5726,12613,Main St & Matlock St,WB Main St & FS Matlock St,33.415247,-111.808565,,,0,,,Mesa,
5727,16161,Main St & Mesa Dr,WB Main St & FS Mesa Dr,33.415214,-111.823278,,,0,,,Mesa,
5914,14023,Southern Av & Slater,WB Southern Av & FS Slater,33.394047,-111.709446,,,0,,,Mesa,
5919,14035,Southern Av & 24th St,WB Southern Av & FS 24th St,33.393699,-111.7805,,,0,,,Mesa,
5921,14032,Southern Av & 32nd St,WB Southern Av & FS 32nd St,33.393761,-111.761746,,,0,,,Mesa,
5925,14029,Southern Av & 39th St,WB Southern Av & FS 39th St,33.393812,-111.748357,,,0,,,Mesa,
5927,14028,Southern Av & 41st St,WB Southern Av & FS 41st St,33.393839,-111.743103,,,0,,,Mesa,
5932,14024,Southern Av & 54th St,WB Southern Av & FS 54th St,33.393983,-111.715398,,,0,,,Mesa,
5940,14037,Southern Av & Gilbert Rd,WB Southern Av & FS Gilbert Rd,33.393785,-111.789231,,,0,,,Mesa,
5941,14048,Southern Av & Hall,WB Southern Av & FS Hall,33.393612,-111.793436,,,0,,,Mesa,
5942,14039,Southern Av & Harris Dr,WB Southern Av & FS Harris Dr,33.393573,-111.797309,,,0,,,Mesa,
5943,14044,Southern Av & Hobson,WB Southern Av & FS Hobson,33.393444,-111.819074,,,0,,,Mesa,
5944,14043,Southern Av & Horne,WB Southern Av & FS Horne,33.393468,-111.814661,,,0,,,Mesa,
5949,14045,Southern Av & Mesa Dr,WB Southern Av & FS Mesa Dr,33.393454,-111.823447,,,0,,,Mesa,
5952,14026,Southern Av & Roanoke,WB Southern Av & FS Roanoke,33.393914,-111.727921,,,0,,,Mesa,
5953,18568,Southern Av & Robin Ln,WB Southern Av & FS Robin Ln,33.393761,-111.770681,,,0,,,Mesa,
5954,14036,Southern Av & Rose,WB Southern Av & FS Rose,33.39369,-111.784382,,,0,,,Mesa,
5956,14046,Southern Av & Sirrine,WB Southern Av & FS Sirrine,33.393434,-111.828168,,,0,,,Mesa,
5957,14042,Southern Av & Solomon,WB Southern Av & FS Solomon,33.393457,-111.810186,,,0,,,Mesa,
5958,14040,Southern Av & Spur,WB Southern Av & FS Spur,33.393518,-111.801042,,,0,,,Mesa,
5959,14025,Southern Av & St Paul,WB Southern Av & FS St Paul,33.393923,-111.722906,,,0,,,Mesa,
5960,14041,Southern Av & Stapley Dr,WB Southern Av & FS Stapley Dr,33.393538,-111.806543,,,0,,,Mesa,
5963,14030,Southern Av & Val Vista Dr,WB Southern Av & FS Val Vista Dr,33.393801,-111.754374,,,0,,,Mesa,
5964,18178,Southern Av & Parkcrest,WB Southern Av & FS Parkcrest,33.393899,-111.733469,,,0,,,Mesa,
5965,14031,Southern Av & 3440 East,WB Southern Av & AT 3440 East,33.393786,-111.757193,,,0,,,Mesa,
6,10815,1st St & Centennial Wy,EB 1st St & NS Centennial Wy,33.417143,-111.829843,,,0,,,Mesa,
6051,16733,University Dr & Mesa Dr,WB University Dr & FS Mesa Dr,33.422442,-111.823729,,,0,,,Mesa,
6053,12150,University Dr & 23rd St,WB University Dr & FS 23rd St,33.422765,-111.78179,,,0,,,Mesa,
6054,12149,University Dr & 25th St,WB University Dr & FS 25th St,33.422778,-111.778007,,,0,,,Mesa,
6059,12151,University Dr & Gilbert Rd,WB University Dr & FS Gilbert Rd,33.422822,-111.78938,,,0,,,Mesa,
6060,12141,University Dr & Greenfield Rd,WB University Dr & FS Greenfield Rd,33.422954,-111.73719,,,0,,,Mesa,
6061,12152,University Dr & Hall St,WB University Dr & FS Hall St,33.422657,-111.793878,,,0,,,Mesa,
6063,12159,University Dr & Hibbert,WB University Dr & FS Hibbert,33.422416,-111.826842,,,0,,,Mesa,
6064,12137,University Dr & Higley Rd,WB University Dr & FS Higley Rd,33.422976,-111.71986,,,0,,,Mesa,
6065,12157,University Dr & Hobson,WB University Dr & FS Hobson,33.422451,-111.818288,,,0,,,Mesa,
6066,12156,University Dr & Horne Rd,WB University Dr & FS Horne Rd,33.422474,-111.814343,,,0,,,Mesa,
6067,12153,University Dr & Hunt Dr,WB University Dr & FS Hunt Dr,33.42259,-111.798945,,,0,,,Mesa,
6068,12148,University Dr & Lindsay Rd,WB University Dr & FS Lindsay Rd,33.422819,-111.771704,,,0,,,Mesa,
6069,16633,University Dr & Los Alamos,WB University Dr & FS Los Alamos,33.422809,-111.766531,,,0,,,Mesa,
6070,12144,University Dr & Maple,WB University Dr & FS Maple,33.422873,-111.748581,,,0,,,Mesa,
6071,12155,University Dr & Miller St,WB University Dr & FS Miller St,33.422482,-111.809374,,,0,,,Mesa,
6072,12143,University Dr & Nassau,WB University Dr & FS Nassau,33.422869,-111.744891,,,0,,,Mesa,
6073,12142,University Dr & Norfolk,WB University Dr & FS Norfolk,33.422883,-111.742181,,,0,,,Mesa,
6075,12140,University Dr & 4400 East,WB University Dr & AT 4400 East,33.422936,-111.734499,,,0,,,Mesa,
6077,12139,University Dr & Roanoke,WB University Dr & FS Roanoke,33.42294,-111.727855,,,0,,,Mesa,
6078,12138,University Dr & St Paul,WB University Dr & FS St Paul,33.422951,-111.722323,,,0,,,Mesa,
6079,12154,University Dr & Stapley Dr,WB University Dr & FS Stapley Dr,33.422494,-111.806118,,,0,,,Mesa,
6080,12145,University Dr & Val Vista Dr,WB University Dr & FS Val Vista Dr,33.422864,-111.754368,,,0,,,Mesa,
6103,16615,University Dr & Creston,WB University Dr & NS Creston,33.422839,-111.760095,,,0,,,Mesa,
6259,10602,Rio Salado Pkwy & Westwood,WB Rio Salado Pkwy & NS Westwood,33.429567,-111.852099,,,0,,,Mesa,
6278,14970,Baseline Rd & Dobson Rd,WB Baseline Rd & FS Dobson Rd,33.37871,-111.878302,,,0,,,Mesa,
6279,14972,Baseline Rd & Don Carlos,WB Baseline Rd & FS Don Carlos,33.378608,-111.891156,,,0,,,Mesa,
6281,14971,Baseline Rd & El Dorado,WB Baseline Rd & FS El Dorado,33.378629,-111.886324,,,0,,,Mesa,
6361,13203,Broadway Rd & Alma School Rd,WB Broadway Rd & FS Alma School Rd,33.407788,-111.857315,,,0,,,Mesa,
6364,13199,Broadway Rd & Country Club Dr,WB Broadway Rd & FS Country Club Dr,33.407937,-111.841476,,,0,,,Mesa,
6366,13200,Broadway Rd & Date,WB Broadway Rd & FS Date,33.407881,-111.844681,,,0,,,Mesa,
6367,13210,Broadway Rd & El Dorado,WB Broadway Rd & FS El Dorado,33.407656,-111.887364,,,0,,,Mesa,
6368,13201,Broadway Rd & Extension Rd,WB Broadway Rd & FS Extension Rd,33.407851,-111.848714,,,0,,,Mesa,
6371,13205,Broadway Rd & Longmore,WB Broadway Rd & FS Longmore,33.407726,-111.865982,,,0,,,Mesa,
6375,13209,Broadway Rd & Roosevelt Rd,WB Broadway Rd & FS Roosevelt Rd,33.407676,-111.883689,,,0,,,Mesa,
6378,13208,Broadway Rd & Valencia,WB Broadway Rd & FS Valencia,33.407717,-111.881408,,,0,,,Mesa,
6379,13202,Broadway Rd & Westwood,WB Broadway Rd & FS Westwood,33.407782,-111.852893,,,0,,,Mesa,
6382,13207,Broadway Rd & Dobson Rd,WB Broadway Rd & FS Dobson Rd,33.407772,-111.87528,,,0,,,Mesa,
6383,13206,Broadway Rd & 1820 West,WB Broadway Rd & AT 1820 West,33.407718,-111.86967,,,0,,,Mesa,
6385,13198,Broadway Rd & Robson,WB Broadway Rd & NS Robson,33.407993,-111.836582,,,0,,,Mesa,
6387,17389,Brown Rd & Center St,WB Brown Rd & FS Center St,33.43506,-111.831648,,,0,,,Mesa,
6388,17391,Brown Rd & Country Club Dr,WB Brown Rd & FS Country Club Dr,33.435283,-111.840497,,,0,,,Mesa,
6389,10816,Brown Rd & 560 West,WB Brown Rd & AT 560 West,33.435211,-111.843119,,,0,,,Mesa,
6390,17390,Brown Rd & Grand,WB Brown Rd & NS Grand,33.435213,-111.835211,,,0,,,Mesa,
65,14966,Baseline Rd & Don Carlos,EB Baseline Rd & FS Don Carlos,33.378335,-111.890148,,,0,,,Mesa,
66,14967,Baseline Rd & El Dorado,EB Baseline Rd & FS El Dorado,33.378371,-111.884928,,,0,,,Mesa,
665,13995,Southern Av & Solomon,EB Southern Av & FS Solomon,33.39324,-111.80965,,,0,,,Mesa,
666,14019,Southern Av & Mall Entrance East,EB Southern Av & FS Mall Entrance East,33.39381,-111.688592,,,0,,,Mesa,
667,14018,Southern Av & Mall Entrance West,EB Southern Av & FS Mall Entrance West,33.393786,-111.692626,,,0,,,Mesa,
675,14002,Southern Av & 24th St,EB Southern Av & FS 24th St,33.393476,-111.779361,,,0,,,Mesa,
6773,15981,Main St & Alma School Rd,WB Main St & FS Alma School Rd,33.415098,-111.857555,,,0,,,Mesa,
6775,12622,Main St & Country Club Dr,WB Main St & FS Country Club Dr,33.415308,-111.840659,,,0,,,Mesa,
6776,12623,Main St & Date,WB Main St & FS Date,33.415202,-111.844772,,,0,,,Mesa,
6777,15929,Main St & Extension Rd,WB Main St & FS Extension Rd,33.415185,-111.84894,,,0,,,Mesa,
6778,12629,Main St & Longmore,WB Main St & FS Longmore,33.414982,-111.865893,,,0,,,Mesa,
6779,18381,Main St & MacDonald,WB Main St & FS MacDonald,33.415237,-111.834637,,,0,,,Mesa,
6783,12628,Main St & Standage,WB Main St & FS Standage,33.415011,-111.861412,,,0,,,Mesa,
6785,12625,Main St & 1018 West,WB Main St & AT 1018 West,33.41508,-111.853095,,,0,,,Mesa,
680,14005,Southern Av & 32nd St,EB Southern Av & FS 32nd St,33.393571,-111.760609,,,0,,,Mesa,
683,14008,Southern Av & 39th St,EB Southern Av & FS 39th St,33.393611,-111.747301,,,0,,,Mesa,
6835,15955,McLellan Rd & Grand,WB McLellan Rd & NS Grand,33.444253,-111.835156,,,0,,,Mesa,
687,14014,Southern Av & 54th St,EB Southern Av & FS 54th St,33.393716,-111.714216,,,0,,,Mesa,
692,14001,Southern Av & Chestnut,EB Southern Av & FS Chestnut,33.393491,-111.783617,,,0,,,Mesa,
695,13997,Southern Av & Doran,EB Southern Av & FS Doran,33.393306,-111.800472,,,0,,,Mesa,
6959,18163,Southern Av & Alma School Rd,WB Southern Av & FS Alma School Rd,33.393259,-111.85798,,,0,,,Mesa,
6960,14047,Southern Av & Center St,WB Southern Av & FS Center St,33.393445,-111.830995,,,0,,,Mesa,
6963,14049,Southern Av & Country Club Dr,WB Southern Av & FS Country Club Dr,33.393456,-111.840525,,,0,,,Mesa,
6964,18569,Southern Av & Dobson Rd,WB Southern Av & FS Dobson Rd,33.393237,-111.875301,,,0,,,Mesa,
6966,14050,Southern Av & Extension Rd,WB Southern Av & FS Extension Rd,33.393344,-111.849682,,,0,,,Mesa,
6968,14054,Southern Av & Longmore,WB Southern Av & FS Longmore,33.393231,-111.864271,,,0,,,Mesa,
6969,14038,Southern Av & MacDonald,WB Southern Av & FS MacDonald,33.393425,-111.83518,,,0,,,Mesa,
6975,14058,Southern Av & San Jose,WB Southern Av & FS San Jose,33.393165,-111.878495,,,0,,,Mesa,
6976,14051,Southern Av & Westwood,WB Southern Av & FS Westwood,33.393288,-111.853482,,,0,,,Mesa,
6981,14056,Southern Av & 1860 West,WB Southern Av & AT 1860 West,33.393229,-111.872274,,,0,,,Mesa,
6982,18604,Southern Av & Stewart,WB Southern Av & NS Stewart,33.393226,-111.860801,,,0,,,Mesa,
699,14000,Southern Av & Gilbert Rd,EB Southern Av & FS Gilbert Rd,33.393407,-111.787613,,,0,,,Mesa,
700,16166,Southern Av & Greenfield Rd,EB Southern Av & FS Greenfield Rd,33.393651,-111.735247,,,0,,,Mesa,
701,13999,Southern Av & Hall,EB Southern Av & FS Hall,33.393397,-111.792651,,,0,,,Mesa,
702,13998,Southern Av & Harris Dr,EB Southern Av & FS Harris Dr,33.393342,-111.79645,,,0,,,Mesa,
703,13993,Southern Av & Hobson,EB Southern Av & FS Hobson,33.393229,-111.818233,,,0,,,Mesa,
704,13994,Southern Av & Horne,EB Southern Av & FS Horne,33.39323,-111.813359,,,0,,,Mesa,
705,14016,Southern Av & Leisure World Bl,EB Southern Av & FS Leisure World Bl,33.393752,-111.701456,,,0,,,Mesa,
706,16263,Southern Av & Lindsay Rd,EB Southern Av & FS Lindsay Rd,33.393442,-111.77048,,,0,,,Mesa,
708,13992,Southern Av & Mesa Dr,EB Southern Av & FS Mesa Dr,33.393139,-111.82239,,,0,,,Mesa,
7097,12164,University Dr & Alma School Rd,WB University Dr & FS Alma School Rd,33.4223,-111.857158,,,0,,,Mesa,
7098,16642,University Dr & Country Club Dr,WB University Dr & FS Country Club Dr,33.422515,-111.840483,,,0,,,Mesa,
7099,12161,University Dr & Date,WB University Dr & FS Date,33.422431,-111.844376,,,0,,,Mesa,
710,14010,Southern Av & Norfolk,EB Southern Av & FS Norfolk,33.393639,-111.741232,,,0,,,Mesa,
7100,12168,University Dr & Dobson Rd,WB University Dr & FS Dobson Rd,33.422254,-111.875229,,,0,,,Mesa,
7101,12162,University Dr & Extension Rd,WB University Dr & FS Extension Rd,33.4224,-111.848799,,,0,,,Mesa,
7102,12166,University Dr & Longmore Rd,WB University Dr & FS Longmore Rd,33.422245,-111.865698,,,0,,,Mesa,
7103,12169,University Dr & May St,WB University Dr & FS May St,33.422226,-111.87931,,,0,,,Mesa,
7104,12163,University Dr & Westwood,WB University Dr & FS Westwood,33.422313,-111.852707,,,0,,,Mesa,
7115,12165,University Dr & Standage,WB University Dr & NS Standage,33.422254,-111.860721,,,0,,,Mesa,
712,13991,Southern Av & Pasadena,EB Southern Av & FS Pasadena,33.393227,-111.826217,,,0,,,Mesa,
713,13990,Southern Av & Pima,EB Southern Av & FS Pima,33.393213,-111.829185,,,0,,,Mesa,
717,14015,Southern Av & Slater,EB Southern Av & FS Slater,33.39376,-111.708448,,,0,,,Mesa,
718,13996,Southern Av & Stapley Dr,EB Southern Av & FS Stapley Dr,33.393247,-111.804866,,,0,,,Mesa,
719,14017,Southern Av & Superstition Spring Bl,EB Southern Av & FS Superstition Spring Bl,33.393738,-111.697048,,,0,,,Mesa,
721,14007,Southern Av & Val Vista Dr,EB Southern Av & FS Val Vista Dr,33.393565,-111.752156,,,0,,,Mesa,
723,14006,Southern Av & 3440 East,EB Southern Av & AT 3440 East,33.393598,-111.757234,,,0,,,Mesa,
726,14012,Southern Av & Roanoke,EB Southern Av & FS Roanoke,33.393668,-111.727022,,,0,,,Mesa,
732,14013,Southern Av & St Paul,EB Southern Av & NS St Paul,33.393682,-111.723148,,,0,,,Mesa,
7619,16105,June St & Lazona Dr,WB June St & FS Lazona Dr,33.450807,-111.801075,,,0,,,Mesa,
7620,12115,University Dr & Quinn,EB University Dr & FS Quinn,33.422696,-111.732199,,,0,,,Mesa,
7684,12544,Main St & Mesa Dr,EB Main St & FS Mesa Dr,33.414934,-111.822313,,,0,,,Mesa,
78,15851,Baseline Rd & Sossaman Rd,EB Baseline Rd & FS Sossaman Rd,33.379146,-111.667199,,,0,,,Mesa,
7821,15934,Country Club Dr & Juanita Av,NB Country Club Dr & FS Juanita Av,33.382667,-111.839924,,,0,,,Mesa,
8025,16027,Coury Av & Mesa Dr,WB Coury Av & FS Mesa Dr,33.382466,-111.823868,,,0,,,Mesa,
8066,15972,Country Club Dr & Meseto Av,SB Country Club Dr & FS Meseto Av,33.368045,-111.842193,,,0,,,Mesa,
8067,15973,Country Club Dr & Guadalupe Rd,SB Country Club Dr & FS Guadalupe Rd,33.363742,-111.842037,,,0,,,Mesa,
8100,12080,Dobson Rd & 2nd St,NB Dobson Rd & NS 2nd St,33.418552,-111.874202,,,0,,,Mesa,
8101,16084,Inverness Av & Stapley Dr,WB Inverness Av & FS Stapley Dr,33.382645,-111.807044,,,0,,,Mesa,
816,12107,University Dr & Creston,EB University Dr & NS Creston,33.422598,-111.761785,,,0,,,Mesa,
817,12110,University Dr & Maple,EB University Dr & FS Maple,33.422639,-111.747871,,,0,,,Mesa,
818,12111,University Dr & Nassau,EB University Dr & FS Nassau,33.422661,-111.744217,,,0,,,Mesa,
819,12112,University Dr & 4225 East,EB University Dr & AT 4225 East,33.422655,-111.73992,,,0,,,Mesa,
82,13160,Baywood Av & Diego Cir,EB Baywood Av & FS Diego Cir,33.410334,-111.691391,,,0,,,Mesa,
820,12094,University Dr & Olive,EB University Dr & FS Olive,33.422259,-111.817883,,,0,,,Mesa,
821,12116,University Dr & 4700 East,EB University Dr & AT 4700 East,33.422707,-111.7288,,,0,,,Mesa,
822,12117,University Dr & Roanoke,EB University Dr & FS Roanoke,33.422731,-111.726448,,,0,,,Mesa,
823,17089,University Dr & St Paul,EB University Dr & FS St Paul,33.422713,-111.721717,,,0,,,Mesa,
826,12102,University Dr & 22nd Pl,EB University Dr & FS 22nd Pl,33.422547,-111.782363,,,0,,,Mesa,
827,12103,University Dr & 25th St,EB University Dr & FS 25th St,33.422545,-111.77715,,,0,,,Mesa,
83,13161,Baywood Av & 6644 East,EB Baywood Av & AT 6644 East,33.410344,-111.689114,,,0,,,Mesa,
832,12091,University Dr & Center St,EB University Dr & FS Center St,33.422159,-111.830732,,,0,,,Mesa,
