GEO_ID,GEO_ID_CLEAN,GEO_ID_FIXED_TEXT,NAME,B01003_001E,B01003_001M
1400000US04013319402,4013319402,04013319402,Census Tract 3194.02; Maricopa County; Arizona,4096,603
1400000US04013319403,4013319403,04013319403,Census Tract 3194.03; Maricopa County; Arizona,4713,731
1400000US04013319404,4013319404,04013319404,Census Tract 3194.04; Maricopa County; Arizona,3469,323
1400000US04013319500,4013319500,04013319500,Census Tract 3195; Maricopa County; Arizona,6553,869
1400000US04013319600,4013319600,04013319600,Census Tract 3196; Maricopa County; Arizona,5865,990
1400000US04013319705,4013319705,04013319705,Census Tract 3197.05; Maricopa County; Arizona,3988,1036
1400000US04013319706,4013319706,04013319706,Census Tract 3197.06; Maricopa County; Arizona,5634,763
1400000US04013319707,4013319707,04013319707,Census Tract 3197.07; Maricopa County; Arizona,0,14
1400000US04013319708,4013319708,04013319708,Census Tract 3197.08; Maricopa County; Arizona,4243,535
1400000US04013319709,4013319709,04013319709,Census Tract 3197.09; Maricopa County; Arizona,0,14
1400000US04013319710,4013319710,04013319710,Census Tract 3197.10; Maricopa County; Arizona,2430,397
1400000US04013319801,4013319801,04013319801,Census Tract 3198.01; Maricopa County; Arizona,3023,356
1400000US04013319802,4013319802,04013319802,Census Tract 3198.02; Maricopa County; Arizona,3662,762
1400000US04013319902,4013319902,04013319902,Census Tract 3199.02; Maricopa County; Arizona,2770,598
1400000US04013319903,4013319903,04013319903,Census Tract 3199.03; Maricopa County; Arizona,5367,604
1400000US04013319904,4013319904,04013319904,Census Tract 3199.04; Maricopa County; Arizona,5060,803
1400000US04013319905,4013319905,04013319905,Census Tract 3199.05; Maricopa County; Arizona,4729,449
1400000US04013319906,4013319906,04013319906,Census Tract 3199.06; Maricopa County; Arizona,3232,419
1400000US04013319907,4013319907,04013319907,Census Tract 3199.07; Maricopa County; Arizona,2485,347
1400000US04013319908,4013319908,04013319908,Census Tract 3199.08; Maricopa County; Arizona,2243,353
1400000US04013319909,4013319909,04013319909,Census Tract 3199.09; Maricopa County; Arizona,2539,380
1400000US04013319910,4013319910,04013319910,Census Tract 3199.10; Maricopa County; Arizona,4764,574
1400000US04013320001,4013320001,04013320001,Census Tract 3200.01; Maricopa County; Arizona,8742,1117
1400000US04013320002,4013320002,04013320002,Census Tract 3200.02; Maricopa County; Arizona,5293,22
1400000US04013320007,4013320007,04013320007,Census Tract 3200.07; Maricopa County; Arizona,7026,858
1400000US04013320100,4013320100,04013320100,Census Tract 3201; Maricopa County; Arizona,3977,524
1400000US04013420104,4013420104,04013420104,Census Tract 4201.04; Maricopa County; Arizona,5495,484
1400000US04013420105,4013420105,04013420105,Census Tract 4201.05; Maricopa County; Arizona,6203,698
1400000US04013420107,4013420107,04013420107,Census Tract 4201.07; Maricopa County; Arizona,6893,1772
1400000US04013420108,4013420108,04013420108,Census Tract 4201.08; Maricopa County; Arizona,1701,470
1400000US04013420109,4013420109,04013420109,Census Tract 4201.09; Maricopa County; Arizona,5925,693
1400000US04013420110,4013420110,04013420110,Census Tract 4201.10; Maricopa County; Arizona,5937,806
1400000US04013420111,4013420111,04013420111,Census Tract 4201.11; Maricopa County; Arizona,4379,717
1400000US04013420112,4013420112,04013420112,Census Tract 4201.12; Maricopa County; Arizona,3205,538
1400000US04013420113,4013420113,04013420113,Census Tract 4201.13; Maricopa County; Arizona,3338,333
1400000US04013420114,4013420114,04013420114,Census Tract 4201.14; Maricopa County; Arizona,3742,504
1400000US04013420115,4013420115,04013420115,Census Tract 4201.15; Maricopa County; Arizona,2932,358
1400000US04013420116,4013420116,04013420116,Census Tract 4201.16; Maricopa County; Arizona,3313,553
1400000US04013420202,4013420202,04013420202,Census Tract 4202.02; Maricopa County; Arizona,5527,737
1400000US04013420206,4013420206,04013420206,Census Tract 4202.06; Maricopa County; Arizona,3754,476
1400000US04013420207,4013420207,04013420207,Census Tract 4202.07; Maricopa County; Arizona,2708,663
1400000US04013420208,4013420208,04013420208,Census Tract 4202.08; Maricopa County; Arizona,5855,664
1400000US04013420209,4013420209,04013420209,Census Tract 4202.09; Maricopa County; Arizona,4137,422
1400000US04013420210,4013420210,04013420210,Census Tract 4202.10; Maricopa County; Arizona,5324,605
1400000US04013420211,4013420211,04013420211,Census Tract 4202.11; Maricopa County; Arizona,4484,525
1400000US04013420212,4013420212,04013420212,Census Tract 4202.12; Maricopa County; Arizona,2791,359
1400000US04013420213,4013420213,04013420213,Census Tract 4202.13; Maricopa County; Arizona,1997,243
1400000US04013420214,4013420214,04013420214,Census Tract 4202.14; Maricopa County; Arizona,4667,655
1400000US04013420215,4013420215,04013420215,Census Tract 4202.15; Maricopa County; Arizona,3558,693
1400000US04013420216,4013420216,04013420216,Census Tract 4202.16; Maricopa County; Arizona,3773,401
1400000US04013420301,4013420301,04013420301,Census Tract 4203.01; Maricopa County; Arizona,1844,161
1400000US04013420302,4013420302,04013420302,Census Tract 4203.02; Maricopa County; Arizona,4873,972
1400000US04013420303,4013420303,04013420303,Census Tract 4203.03; Maricopa County; Arizona,4631,730
1400000US04013420304,4013420304,04013420304,Census Tract 4203.04; Maricopa County; Arizona,838,182
1400000US04013420401,4013420401,04013420401,Census Tract 4204.01; Maricopa County; Arizona,3982,689
1400000US04013420402,4013420402,04013420402,Census Tract 4204.02; Maricopa County; Arizona,4891,457
1400000US04013420503,4013420503,04013420503,Census Tract 4205.03; Maricopa County; Arizona,3464,973
1400000US04013420504,4013420504,04013420504,Census Tract 4205.04; Maricopa County; Arizona,3653,473
1400000US04013420505,4013420505,04013420505,Census Tract 4205.05; Maricopa County; Arizona,2962,625
1400000US04013420506,4013420506,04013420506,Census Tract 4205.06; Maricopa County; Arizona,3325,642
1400000US04013420602,4013420602,04013420602,Census Tract 4206.02; Maricopa County; Arizona,4763,576
1400000US04013420603,4013420603,04013420603,Census Tract 4206.03; Maricopa County; Arizona,4090,769
1400000US04013420604,4013420604,04013420604,Census Tract 4206.04; Maricopa County; Arizona,5175,604
1400000US04013420704,4013420704,04013420704,Census Tract 4207.04; Maricopa County; Arizona,5594,1415
1400000US04013420705,4013420705,04013420705,Census Tract 4207.05; Maricopa County; Arizona,3470,702
1400000US04013420706,4013420706,04013420706,Census Tract 4207.06; Maricopa County; Arizona,5167,645
1400000US04013420707,4013420707,04013420707,Census Tract 4207.07; Maricopa County; Arizona,2078,376
1400000US04013420708,4013420708,04013420708,Census Tract 4207.08; Maricopa County; Arizona,3612,522
1400000US04013420709,4013420709,04013420709,Census Tract 4207.09; Maricopa County; Arizona,3203,452
1400000US04013420710,4013420710,04013420710,Census Tract 4207.10; Maricopa County; Arizona,3296,392
1400000US04013420800,4013420800,04013420800,Census Tract 4208; Maricopa County; Arizona,5244,740
1400000US04013420901,4013420901,04013420901,Census Tract 4209.01; Maricopa County; Arizona,3062,486
1400000US04013420902,4013420902,04013420902,Census Tract 4209.02; Maricopa County; Arizona,4042,787
1400000US04013421001,4013421001,04013421001,Census Tract 4210.01; Maricopa County; Arizona,4004,509
1400000US04013421002,4013421002,04013421002,Census Tract 4210.02; Maricopa County; Arizona,3227,529
1400000US04013421101,4013421101,04013421101,Census Tract 4211.01; Maricopa County; Arizona,5101,750
1400000US04013421102,4013421102,04013421102,Census Tract 4211.02; Maricopa County; Arizona,6568,943
1400000US04013421201,4013421201,04013421201,Census Tract 4212.01; Maricopa County; Arizona,5678,893
1400000US04013421202,4013421202,04013421202,Census Tract 4212.02; Maricopa County; Arizona,3589,414
1400000US04013421302,4013421302,04013421302,Census Tract 4213.02; Maricopa County; Arizona,6002,1099
1400000US04013421303,4013421303,04013421303,Census Tract 4213.03; Maricopa County; Arizona,5341,564
1400000US04013421304,4013421304,04013421304,Census Tract 4213.04; Maricopa County; Arizona,3805,706
1400000US04013421400,4013421400,04013421400,Census Tract 4214; Maricopa County; Arizona,2750,402
1400000US04013421501,4013421501,04013421501,Census Tract 4215.01; Maricopa County; Arizona,4494,869
1400000US04013421502,4013421502,04013421502,Census Tract 4215.02; Maricopa County; Arizona,3570,483
1400000US04013421601,4013421601,04013421601,Census Tract 4216.01; Maricopa County; Arizona,2793,437
1400000US04013421602,4013421602,04013421602,Census Tract 4216.02; Maricopa County; Arizona,4528,663
1400000US04013421701,4013421701,04013421701,Census Tract 4217.01; Maricopa County; Arizona,5553,842
1400000US04013421702,4013421702,04013421702,Census Tract 4217.02; Maricopa County; Arizona,3633,408
1400000US04013421801,4013421801,04013421801,Census Tract 4218.01; Maricopa County; Arizona,2854,501
1400000US04013421802,4013421802,04013421802,Census Tract 4218.02; Maricopa County; Arizona,4484,729
1400000US04013421901,4013421901,04013421901,Census Tract 4219.01; Maricopa County; Arizona,4430,1009
1400000US04013421902,4013421902,04013421902,Census Tract 4219.02; Maricopa County; Arizona,6427,999
1400000US04013422001,4013422001,04013422001,Census Tract 4220.01; Maricopa County; Arizona,4392,912
1400000US04013422002,4013422002,04013422002,Census Tract 4220.02; Maricopa County; Arizona,3821,459
1400000US04013422102,4013422102,04013422102,Census Tract 4221.02; Maricopa County; Arizona,4349,715
1400000US04013422103,4013422103,04013422103,Census Tract 4221.03; Maricopa County; Arizona,4973,624
1400000US04013422104,4013422104,04013422104,Census Tract 4221.04; Maricopa County; Arizona,5825,905
1400000US04013422105,4013422105,04013422105,Census Tract 4221.05; Maricopa County; Arizona,3150,632
1400000US04013422106,4013422106,04013422106,Census Tract 4221.06; Maricopa County; Arizona,6690,1300
1400000US04013422107,4013422107,04013422107,Census Tract 4221.07; Maricopa County; Arizona,4247,1084
1400000US04013422203,4013422203,04013422203,Census Tract 4222.03; Maricopa County; Arizona,5527,650
1400000US04013422209,4013422209,04013422209,Census Tract 4222.09; Maricopa County; Arizona,7665,961
1400000US04013422210,4013422210,04013422210,Census Tract 4222.10; Maricopa County; Arizona,5813,1065
1400000US04013422211,4013422211,04013422211,Census Tract 4222.11; Maricopa County; Arizona,2776,463
1400000US04013422212,4013422212,04013422212,Census Tract 4222.12; Maricopa County; Arizona,4023,378
1400000US04013422213,4013422213,04013422213,Census Tract 4222.13; Maricopa County; Arizona,2482,201
1400000US04013422215,4013422215,04013422215,Census Tract 4222.15; Maricopa County; Arizona,2281,403
1400000US04013422216,4013422216,04013422216,Census Tract 4222.16; Maricopa County; Arizona,5532,541
1400000US04013422217,4013422217,04013422217,Census Tract 4222.17; Maricopa County; Arizona,3552,488
1400000US04013422218,4013422218,04013422218,Census Tract 4222.18; Maricopa County; Arizona,2904,478
1400000US04013422219,4013422219,04013422219,Census Tract 4222.19; Maricopa County; Arizona,3703,576
1400000US04013422220,4013422220,04013422220,Census Tract 4222.20; Maricopa County; Arizona,1967,208
1400000US04013422221,4013422221,04013422221,Census Tract 4222.21; Maricopa County; Arizona,4061,642
1400000US04013422222,4013422222,04013422222,Census Tract 4222.22; Maricopa County; Arizona,2201,375
1400000US04013422223,4013422223,04013422223,Census Tract 4222.23; Maricopa County; Arizona,3051,388
1400000US04013422224,4013422224,04013422224,Census Tract 4222.24; Maricopa County; Arizona,0,14
1400000US04013422225,4013422225,04013422225,Census Tract 4222.25; Maricopa County; Arizona,0,14
1400000US04013422226,4013422226,04013422226,Census Tract 4222.26; Maricopa County; Arizona,0,14
1400000US04013422227,4013422227,04013422227,Census Tract 4222.27; Maricopa County; Arizona,1765,327
1400000US04013422301,4013422301,04013422301,Census Tract 4223.01; Maricopa County; Arizona,5925,694
1400000US04013422302,4013422302,04013422302,Census Tract 4223.02; Maricopa County; Arizona,5332,789
1400000US04013422304,4013422304,04013422304,Census Tract 4223.04; Maricopa County; Arizona,2688,466
1400000US04013422305,4013422305,04013422305,Census Tract 4223.05; Maricopa County; Arizona,6471,792
1400000US04013422307,4013422307,04013422307,Census Tract 4223.07; Maricopa County; Arizona,4233,447
1400000US04013422308,4013422308,04013422308,Census Tract 4223.08; Maricopa County; Arizona,5164,633
1400000US04013422309,4013422309,04013422309,Census Tract 4223.09; Maricopa County; Arizona,5223,728
1400000US04013422401,4013422401,04013422401,Census Tract 4224.01; Maricopa County; Arizona,4026,484
1400000US04013422402,4013422402,04013422402,Census Tract 4224.02; Maricopa County; Arizona,5182,658
1400000US04013422403,4013422403,04013422403,Census Tract 4224.03; Maricopa County; Arizona,4536,554
1400000US04013422404,4013422404,04013422404,Census Tract 4224.04; Maricopa County; Arizona,4410,550
1400000US04013422501,4013422501,04013422501,Census Tract 4225.01; Maricopa County; Arizona,6086,844
1400000US04013422502,4013422502,04013422502,Census Tract 4225.02; Maricopa County; Arizona,6292,772
1400000US04013422503,4013422503,04013422503,Census Tract 4225.03; Maricopa County; Arizona,6067,823
1400000US04013422504,4013422504,04013422504,Census Tract 4225.04; Maricopa County; Arizona,5266,800
1400000US04013422506,4013422506,04013422506,Census Tract 4225.06; Maricopa County; Arizona,5371,613
1400000US04013422507,4013422507,04013422507,Census Tract 4225.07; Maricopa County; Arizona,4027,624
1400000US04013422508,4013422508,04013422508,Census Tract 4225.08; Maricopa County; Arizona,3784,858
1400000US04013422509,4013422509,04013422509,Census Tract 4225.09; Maricopa County; Arizona,4999,517
1400000US04013422510,4013422510,04013422510,Census Tract 4225.10; Maricopa County; Arizona,2864,623
1400000US04013422511,4013422511,04013422511,Census Tract 4225.11; Maricopa County; Arizona,2852,442
1400000US04013422512,4013422512,04013422512,Census Tract 4225.12; Maricopa County; Arizona,5387,1043
1400000US04013422513,4013422513,04013422513,Census Tract 4225.13; Maricopa County; Arizona,5085,789
1400000US04013422514,4013422514,04013422514,Census Tract 4225.14; Maricopa County; Arizona,4813,481
1400000US04013422607,4013422607,04013422607,Census Tract 4226.07; Maricopa County; Arizona,4005,436
1400000US04013422609,4013422609,04013422609,Census Tract 4226.09; Maricopa County; Arizona,4389,484
1400000US04013422610,4013422610,04013422610,Census Tract 4226.10; Maricopa County; Arizona,2963,316
1400000US04013422615,4013422615,04013422615,Census Tract 4226.15; Maricopa County; Arizona,7315,1103
1400000US04013422617,4013422617,04013422617,Census Tract 4226.17; Maricopa County; Arizona,5655,613
1400000US04013422618,4013422618,04013422618,Census Tract 4226.18; Maricopa County; Arizona,3005,402
1400000US04013422620,4013422620,04013422620,Census Tract 4226.20; Maricopa County; Arizona,3163,411
1400000US04013422621,4013422621,04013422621,Census Tract 4226.21; Maricopa County; Arizona,4511,393
1400000US04013422622,4013422622,04013422622,Census Tract 4226.22; Maricopa County; Arizona,4320,938
1400000US04013422623,4013422623,04013422623,Census Tract 4226.23; Maricopa County; Arizona,8477,1435
1400000US04013422624,4013422624,04013422624,Census Tract 4226.24; Maricopa County; Arizona,2780,390
1400000US04013422625,4013422625,04013422625,Census Tract 4226.25; Maricopa County; Arizona,5015,772
1400000US04013422626,4013422626,04013422626,Census Tract 4226.26; Maricopa County; Arizona,2626,414
1400000US04013422627,4013422627,04013422627,Census Tract 4226.27; Maricopa County; Arizona,3484,513
1400000US04013422628,4013422628,04013422628,Census Tract 4226.28; Maricopa County; Arizona,3972,744
1400000US04013422629,4013422629,04013422629,Census Tract 4226.29; Maricopa County; Arizona,4049,862
1400000US04013422630,4013422630,04013422630,Census Tract 4226.30; Maricopa County; Arizona,5007,1074
1400000US04013422632,4013422632,04013422632,Census Tract 4226.32; Maricopa County; Arizona,3979,520
1400000US04013422633,4013422633,04013422633,Census Tract 4226.33; Maricopa County; Arizona,2821,479
1400000US04013422634,4013422634,04013422634,Census Tract 4226.34; Maricopa County; Arizona,5432,548
1400000US04013422636,4013422636,04013422636,Census Tract 4226.36; Maricopa County; Arizona,3782,456
1400000US04013422637,4013422637,04013422637,Census Tract 4226.37; Maricopa County; Arizona,3456,639
1400000US04013422638,4013422638,04013422638,Census Tract 4226.38; Maricopa County; Arizona,3911,508
1400000US04013422639,4013422639,04013422639,Census Tract 4226.39; Maricopa County; Arizona,3721,571
1400000US04013422640,4013422640,04013422640,Census Tract 4226.40; Maricopa County; Arizona,4975,444
1400000US04013422642,4013422642,04013422642,Census Tract 4226.42; Maricopa County; Arizona,5528,759
1400000US04013422643,4013422643,04013422643,Census Tract 4226.43; Maricopa County; Arizona,5831,810
1400000US04013422647,4013422647,04013422647,Census Tract 4226.47; Maricopa County; Arizona,10041,711
1400000US04013422648,4013422648,04013422648,Census Tract 4226.48; Maricopa County; Arizona,6197,1355
1400000US04013422649,4013422649,04013422649,Census Tract 4226.49; Maricopa County; Arizona,7317,1645
1400000US04013422650,4013422650,04013422650,Census Tract 4226.50; Maricopa County; Arizona,2764,433
1400000US04013422651,4013422651,04013422651,Census Tract 4226.51; Maricopa County; Arizona,5054,567
1400000US04013422652,4013422652,04013422652,Census Tract 4226.52; Maricopa County; Arizona,2549,389
1400000US04013422653,4013422653,04013422653,Census Tract 4226.53; Maricopa County; Arizona,4627,466
1400000US04013422654,4013422654,04013422654,Census Tract 4226.54; Maricopa County; Arizona,5686,464
1400000US04013422655,4013422655,04013422655,Census Tract 4226.55; Maricopa County; Arizona,3612,770
1400000US04013422656,4013422656,04013422656,Census Tract 4226.56; Maricopa County; Arizona,5473,1345
1400000US04013422657,4013422657,04013422657,Census Tract 4226.57; Maricopa County; Arizona,3564,346
1400000US04013422658,4013422658,04013422658,Census Tract 4226.58; Maricopa County; Arizona,4388,808
1400000US04013422659,4013422659,04013422659,Census Tract 4226.59; Maricopa County; Arizona,1701,274
1400000US04013422660,4013422660,04013422660,Census Tract 4226.60; Maricopa County; Arizona,5332,602
1400000US04013522801,4013522801,04013522801,Census Tract 5228.01; Maricopa County; Arizona,57,65
1400000US04013522802,4013522802,04013522802,Census Tract 5228.02; Maricopa County; Arizona,1084,174
1400000US04013522901,4013522901,04013522901,Census Tract 5229.01; Maricopa County; Arizona,5107,801
1400000US04013522903,4013522903,04013522903,Census Tract 5229.03; Maricopa County; Arizona,5365,689
1400000US04013522904,4013522904,04013522904,Census Tract 5229.04; Maricopa County; Arizona,4987,526
1400000US04013523002,4013523002,04013523002,Census Tract 5230.02; Maricopa County; Arizona,5778,913
1400000US04013523005,4013523005,04013523005,Census Tract 5230.05; Maricopa County; Arizona,5251,741
1400000US04013523006,4013523006,04013523006,Census Tract 5230.06; Maricopa County; Arizona,5812,1205
1400000US04013523007,4013523007,04013523007,Census Tract 5230.07; Maricopa County; Arizona,2897,488
1400000US04013523008,4013523008,04013523008,Census Tract 5230.08; Maricopa County; Arizona,3502,400
1400000US04013523102,4013523102,04013523102,Census Tract 5231.02; Maricopa County; Arizona,6197,787
1400000US04013523103,4013523103,04013523103,Census Tract 5231.03; Maricopa County; Arizona,6230,856
1400000US04013523104,4013523104,04013523104,Census Tract 5231.04; Maricopa County; Arizona,6706,1090
1400000US04013610001,4013610001,04013610001,Census Tract 6100.01; Maricopa County; Arizona,2437,525
1400000US04013610002,4013610002,04013610002,Census Tract 6100.02; Maricopa County; Arizona,6753,589
1400000US04013610100,4013610100,04013610100,Census Tract 6101; Maricopa County; Arizona,713,191
1400000US04013610201,4013610201,04013610201,Census Tract 6102.01; Maricopa County; Arizona,4432,573
1400000US04013610202,4013610202,04013610202,Census Tract 6102.02; Maricopa County; Arizona,3091,432
1400000US04013610301,4013610301,04013610301,Census Tract 6103.01; Maricopa County; Arizona,3369,352
1400000US04013610302,4013610302,04013610302,Census Tract 6103.02; Maricopa County; Arizona,5966,1493
1400000US04013610400,4013610400,04013610400,Census Tract 6104; Maricopa County; Arizona,5764,840
1400000US04013610500,4013610500,04013610500,Census Tract 6105; Maricopa County; Arizona,7773,1081
1400000US04013610600,4013610600,04013610600,Census Tract 6106; Maricopa County; Arizona,5980,998
1400000US04013610700,4013610700,04013610700,Census Tract 6107; Maricopa County; Arizona,8174,1057
1400000US04013610800,4013610800,04013610800,Census Tract 6108; Maricopa County; Arizona,7208,624
1400000US04013610901,4013610901,04013610901,Census Tract 6109.01; Maricopa County; Arizona,6415,1914
1400000US04013610902,4013610902,04013610902,Census Tract 6109.02; Maricopa County; Arizona,4093,385
1400000US04013610903,4013610903,04013610903,Census Tract 6109.03; Maricopa County; Arizona,3472,330
1400000US04013611000,4013611000,04013611000,Census Tract 6110; Maricopa County; Arizona,3586,345
1400000US04013611100,4013611100,04013611100,Census Tract 6111; Maricopa County; Arizona,4178,548
1400000US04013611200,4013611200,04013611200,Census Tract 6112; Maricopa County; Arizona,7283,884
1400000US04013611300,4013611300,04013611300,Census Tract 6113; Maricopa County; Arizona,7143,815
1400000US04013611400,4013611400,04013611400,Census Tract 6114; Maricopa County; Arizona,6818,896
1400000US04013611500,4013611500,04013611500,Census Tract 6115; Maricopa County; Arizona,7884,1066
1400000US04013611600,4013611600,04013611600,Census Tract 6116; Maricopa County; Arizona,3100,390
1400000US04013611700,4013611700,04013611700,Census Tract 6117; Maricopa County; Arizona,6290,789
1400000US04013611800,4013611800,04013611800,Census Tract 6118; Maricopa County; Arizona,7057,739
1400000US04013611900,4013611900,04013611900,Census Tract 6119; Maricopa County; Arizona,3423,403
1400000US04013612000,4013612000,04013612000,Census Tract 6120; Maricopa County; Arizona,4344,468
1400000US04013612200,4013612200,04013612200,Census Tract 6122; Maricopa County; Arizona,7629,722
1400000US04013612301,4013612301,04013612301,Census Tract 6123.01; Maricopa County; Arizona,4784,770
1400000US04013612302,4013612302,04013612302,Census Tract 6123.02; Maricopa County; Arizona,4900,690
1400000US04013612401,4013612401,04013612401,Census Tract 6124.01; Maricopa County; Arizona,4196,459
1400000US04013612402,4013612402,04013612402,Census Tract 6124.02; Maricopa County; Arizona,4979,1012
1400000US04013612500,4013612500,04013612500,Census Tract 6125; Maricopa County; Arizona,4322,495
1400000US04013612600,4013612600,04013612600,Census Tract 6126; Maricopa County; Arizona,2151,431
1400000US04013612700,4013612700,04013612700,Census Tract 6127; Maricopa County; Arizona,2223,206
1400000US04013612800,4013612800,04013612800,Census Tract 6128; Maricopa County; Arizona,2413,291
1400000US04013612900,4013612900,04013612900,Census Tract 6129; Maricopa County; Arizona,2720,292
1400000US04013613000,4013613000,04013613000,Census Tract 6130; Maricopa County; Arizona,6096,693
1400000US04013613100,4013613100,04013613100,Census Tract 6131; Maricopa County; Arizona,2992,388
1400000US04013613200,4013613200,04013613200,Census Tract 6132; Maricopa County; Arizona,4060,552
1400000US04013613300,4013613300,04013613300,Census Tract 6133; Maricopa County; Arizona,7284,1126
1400000US04013613400,4013613400,04013613400,Census Tract 6134; Maricopa County; Arizona,4008,544
1400000US04013613500,4013613500,04013613500,Census Tract 6135; Maricopa County; Arizona,4773,806
1400000US04013613601,4013613601,04013613601,Census Tract 6136.01; Maricopa County; Arizona,3598,292
1400000US04013613602,4013613602,04013613602,Census Tract 6136.02; Maricopa County; Arizona,6413,746
1400000US04013613700,4013613700,04013613700,Census Tract 6137; Maricopa County; Arizona,5898,610
1400000US04013613800,4013613800,04013613800,Census Tract 6138; Maricopa County; Arizona,4403,640
1400000US04013613900,4013613900,04013613900,Census Tract 6139; Maricopa County; Arizona,6170,834
1400000US04013614000,4013614000,04013614000,Census Tract 6140; Maricopa County; Arizona,4211,411
1400000US04013614100,4013614100,04013614100,Census Tract 6141; Maricopa County; Arizona,6846,879
1400000US04013614200,4013614200,04013614200,Census Tract 6142; Maricopa County; Arizona,4600,402
1400000US04013614300,4013614300,04013614300,Census Tract 6143; Maricopa County; Arizona,2960,396
1400000US04013614400,4013614400,04013614400,Census Tract 6144; Maricopa County; Arizona,3889,598
1400000US04013614500,4013614500,04013614500,Census Tract 6145; Maricopa County; Arizona,4426,867
1400000US04013614601,4013614601,04013614601,Census Tract 6146.01; Maricopa County; Arizona,3220,383
1400000US04013614602,4013614602,04013614602,Census Tract 6146.02; Maricopa County; Arizona,3786,963
1400000US04013614700,4013614700,04013614700,Census Tract 6147; Maricopa County; Arizona,3309,570
1400000US04013614800,4013614800,04013614800,Census Tract 6148; Maricopa County; Arizona,4374,554
1400000US04013614900,4013614900,04013614900,Census Tract 6149; Maricopa County; Arizona,3863,478
1400000US04013615001,4013615001,04013615001,Census Tract 6150.01; Maricopa County; Arizona,7246,842
1400000US04013615002,4013615002,04013615002,Census Tract 6150.02; Maricopa County; Arizona,4841,411
1400000US04013615100,4013615100,04013615100,Census Tract 6151; Maricopa County; Arizona,4691,490
1400000US04013615201,4013615201,04013615201,Census Tract 6152.01; Maricopa County; Arizona,6758,1150
1400000US04013615202,4013615202,04013615202,Census Tract 6152.02; Maricopa County; Arizona,4071,614
1400000US04013615300,4013615300,04013615300,Census Tract 6153; Maricopa County; Arizona,2412,348
1400000US04013615400,4013615400,04013615400,Census Tract 6154; Maricopa County; Arizona,2989,303
1400000US04013615500,4013615500,04013615500,Census Tract 6155; Maricopa County; Arizona,2873,313
1400000US04013615600,4013615600,04013615600,Census Tract 6156; Maricopa County; Arizona,3389,497
1400000US04013615700,4013615700,04013615700,Census Tract 6157; Maricopa County; Arizona,3016,679
1400000US04013615800,4013615800,04013615800,Census Tract 6158; Maricopa County; Arizona,4879,507
1400000US04013615900,4013615900,04013615900,Census Tract 6159; Maricopa County; Arizona,4444,615
1400000US04013616000,4013616000,04013616000,Census Tract 6160; Maricopa County; Arizona,2359,328
1400000US04013616100,4013616100,04013616100,Census Tract 6161; Maricopa County; Arizona,3936,667
1400000US04013616200,4013616200,04013616200,Census Tract 6162; Maricopa County; Arizona,3662,488
1400000US04013616300,4013616300,04013616300,Census Tract 6163; Maricopa County; Arizona,1892,258
1400000US04013616400,4013616400,04013616400,Census Tract 6164; Maricopa County; Arizona,6618,836
1400000US04013616500,4013616500,04013616500,Census Tract 6165; Maricopa County; Arizona,3685,578
1400000US04013616600,4013616600,04013616600,Census Tract 6166; Maricopa County; Arizona,6000,900
1400000US04013616700,4013616700,04013616700,Census Tract 6167; Maricopa County; Arizona,4956,973
1400000US04013616800,4013616800,04013616800,Census Tract 6168; Maricopa County; Arizona,6227,959
1400000US04013616900,4013616900,04013616900,Census Tract 6169; Maricopa County; Arizona,4735,495
1400000US04013617001,4013617001,04013617001,Census Tract 6170.01; Maricopa County; Arizona,0,14
1400000US04013617002,4013617002,04013617002,Census Tract 6170.02; Maricopa County; Arizona,6159,810
1400000US04013617100,4013617100,04013617100,Census Tract 6171; Maricopa County; Arizona,2245,275
1400000US04013617200,4013617200,04013617200,Census Tract 6172; Maricopa County; Arizona,2639,506
1400000US04013617300,4013617300,04013617300,Census Tract 6173; Maricopa County; Arizona,2950,405
1400000US04013617400,4013617400,04013617400,Census Tract 6174; Maricopa County; Arizona,7097,849
1400000US04013617500,4013617500,04013617500,Census Tract 6175; Maricopa County; Arizona,3785,490
1400000US04013617600,4013617600,04013617600,Census Tract 6176; Maricopa County; Arizona,5883,789
1400000US04013617700,4013617700,04013617700,Census Tract 6177; Maricopa County; Arizona,3276,576
1400000US04013617800,4013617800,04013617800,Census Tract 6178; Maricopa County; Arizona,2650,315
1400000US04013617900,4013617900,04013617900,Census Tract 6179; Maricopa County; Arizona,2938,671
1400000US04013618000,4013618000,04013618000,Census Tract 6180; Maricopa County; Arizona,4187,569
1400000US04013618100,4013618100,04013618100,Census Tract 6181; Maricopa County; Arizona,4501,606
1400000US04013618200,4013618200,04013618200,Census Tract 6182; Maricopa County; Arizona,3992,525
1400000US04013618300,4013618300,04013618300,Census Tract 6183; Maricopa County; Arizona,2871,425
1400000US04013618400,4013618400,04013618400,Census Tract 6184; Maricopa County; Arizona,4049,688
1400000US04013618500,4013618500,04013618500,Census Tract 6185; Maricopa County; Arizona,4210,698
1400000US04013618600,4013618600,04013618600,Census Tract 6186; Maricopa County; Arizona,4879,843
1400000US04013618700,4013618700,04013618700,Census Tract 6187; Maricopa County; Arizona,2939,437
1400000US04013618800,4013618800,04013618800,Census Tract 6188; Maricopa County; Arizona,5919,956
1400000US04013618900,4013618900,04013618900,Census Tract 6189; Maricopa County; Arizona,7323,628
